@href,@onclick,#text,@title
http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/allegati/Tabella_incidenza3010.pdf,window.open(this.href); return false;,Tabella incidenza 19 - 25 ottobre,
http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/allegati/Grafico_RT3010.pdf,window.open(this.href); return false;,Grafico Rt,
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20201027.pdf,window.open(this.href); return false;,Abruzzo,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20201027.pdf,window.open(this.href); return false;,Basilicata,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20201027.pdf,window.open(this.href); return false;,Calabria,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20201027.pdf,window.open(this.href); return false;,Campania,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20201027.pdf,window.open(this.href); return false;,Emilia Romagna,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia_Giulia_20201027.pdf,window.open(this.href); return false;,Friuli Venezia Giulia,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20201027.pdf,window.open(this.href); return false;,Lazio,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20201027.pdf,window.open(this.href); return false;,Liguria,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20201027.pdf,window.open(this.href); return false;,Lombardia,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20201027.pdf,window.open(this.href); return false;,Marche,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20201027.pdf,window.open(this.href); return false;,Molise,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20201027.pdf,window.open(this.href); return false;,PA Bolzano,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20201027.pdf,window.open(this.href); return false;,PA Trento,Apre documento pdf
/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20201027.pdf,window.open(this.href); return false;,Piemonte,Apre documento pdf
