POP_2018	PROCOM	PRO_COM_110	SUP	SUP_URB
7100	071058	71058	168,24790000000002	0,855738933676753
7098	021086	21086	302,27459999999996	1,30352476886414
7094	061098	61098	8,5471	1,43554197397568
7085	002148	2148	70,60640000000001	5,542521103640899
7083	065005	65005	52,482600000000005	1,6398196923405002
7080	043026	43026	33,3574	2,5132189930543403
7077	061032	61032	1,6894	1,2479315391949
7076	041066	41066	77,5341	2,0522211113605002
7076	052002	52002	215,635	2,5952464529351404
7068	037048	37048	15,937100000000001	2,484989022395
7066	033038	33038	43,8297	4,85067693894689
7066	061103	61103	3,0482	1,7220083944777
7062	023016	23016	17,2694	3,10046667388093
7062	075093	75093	61,275600000000004	2,4559981422677
7059	080039	80039	36,0715	3,4032063573371603
7058	004082	4082	58,9583	3,19339286366114
7054	017136	17136	13,390899999999998	3,24198649990473
7050	052009	52009	36,5849	1,7742406357871
7049	091063	91063	90,99709999999999	5,9708801230957995
7046	020039	20039	46,569399999999995	3,4542189756223602
7041	027017	27017	10,1824	4,1212133256465
7041	061042	61042	47,0508	1,9733683990977
7040	020055	20055	69,94149999999999	4,5754690320122995
7034	034015	34015	53,9762	4,35783652733003
7032	089005	89005	15,062999999999999	1,34997075421836
7031	036009	36009	26,7723	3,3442836559270104
7030	037003	37003	45,4846	3,1722762698638998
7028	073002	73002	10,9349	1,3107659378361
7025	028087	28087	10,142999999999999	3,84527202183523
7024	026022	26022	26,245900000000002	4,9793784126436
7024	097059	97059	8,000499999999999	2,5358110667711
7020	099011	99011	5,4401	2,341852880338
7018	091055	91055	165,74	2,0579424126359
7015	108005	108005	2,7560000000000002	1,91852850016456
7009	022062	22062	39,166199999999996	2,07362385256704
7009	075010	75010	11,1809	2,248281963205
7006	083077	83077	10,0504	2,9088418802905798
7002	004061	4061	42,4855	2,7682015360190997
7000	028107	--	39,17100000000001	6,48264490939656
6997	067006	67006	50,0449	2,13728380776726
6995	076085	76085	97,3067	1,7811877845996
6994	046004	46004	72,204	3,83468667838208
6982	020052	20052	63,4343	4,13861152168123
6977	078142	78142	32,2642	1,70228445718312
6976	018035	18035	31,7396	2,72659200172125
6974	075073	75073	35,3309	1,3092561235957
6972	008063	8063	3,6814999999999998	1,57250665762716
6972	026088	26088	26,159499999999998	5,484911884941689
6972	059026	59026	31,611	6,2812648311363795
6968	064099	64099	52,500299999999996	3,48465226334929
6966	027027	27027	17,9963	3,9434905246153003
6962	063004	63004	6,4666999999999994	2,74333392131819
6959	026001	26001	21,947	4,6395367758164
6958	023043	23043	63,1501	4,45878806941839
6958	026072	26072	17,817	3,8496894165371502
6956	021115	21115	32,9653	2,1218530899637003
6956	043007	43007	129,8842	3,54137829058031
6954	015044	15044	7,1803	2,1945997376907997
6949	022022	22022	52,370200000000004	2,55731771282794
6948	030049	30049	15,7093	9,164829551392
6943	017155	17155	9,9893	2,66114610583265
6942	083033	83033	26,4827	4,24216387084981
6940	063065	63065	28,331999999999997	2,35552372301962
6939	034007	34007	76,5923	3,8743179760189
6937	111106	92101	86,7949	2,97393606112318
6927	030079	30079	34,3702	5,009146002521399
6925	037062	37062	73,6325	4,34938850936683
6920	068022	68022	39,263200000000005	1,8743067372064999
6915	041036	41036	19,5653	2,8113931701430603
6908	076062	76062	56,236000000000004	1,76745015343953
6907	034006	34006	151,49030000000002	3,58550939139041
6895	001166	1166	11,3532	3,0245145782236498
6891	021019	21019	117,8986	2,28554439620567
6887	017150	17150	11,085999999999999	1,9761109091326101
6878	025072	25072	80,34020000000001	5,98235862043437
6877	085019	85019	34,7571	1,19565922837828
6873	019102	19102	20,0199	2,2356588973812004
6872	015247	15247	24,5783	2,3646608452687703
6862	016169	16169	8,477	1,9903757016235
6853	037036	37036	74,5274	2,8364479204068
6853	099029	99029	32,3489	2,68762998091202
6851	010011	10011	27,8227	3,36082409399876
6850	012068	12068	8,6581	2,1138097494025
6849	010009	10009	25,9063	1,8547085523256
6840	016132	16132	8,6574	2,3547436999012
6837	040020	40020	99,3319	2,89062552101091
6827	049018	49018	33,1995	3,94891829084747
6817	086015	86015	118,1116	1,01985089208692
6813	003049	3049	32,6395	2,1469032593763497
6812	030057	30057	26,6774	4,40430840276799
6810	077018	77018	52,7501	1,3617869297214
6801	024122	24122	13,7303	2,8979520961227
6787	042030	42030	21,8139	1,76071203280283
6782	004040	4040	41,6766	3,5188325394077005
6780	025048	25048	35,923899999999996	4,0446805413671
6778	038014	38014	84,3073	5,6747610785711
6777	016240	16240	4,603	1,55464448582994
6766	018041	18041	17,2593	2,2847213139782
6764	082045	82045	37,4323	1,5923568954036
6760	092075	92075	23,2944	1,5276035015276
6755	066099	66099	87,4589	3,8977718995288
6747	108051	108051	5,7764	2,15355997019731
6746	042035	42035	47,2525	3,2796736234140296
6743	065082	65082	26,7243	1,2270489901386
6742	102021	102021	35,6539	2,3274882508438
6741	020038	20038	39,838899999999995	3,2351590610106
6735	024098	24098	23,922600000000003	2,6760841117880805
6723	015184	15184	19,785899999999998	2,59099094513551
6723	109017	109017	47,4466	2,67003312063069
6722	012033	12033	6,2132000000000005	2,00779526598585
6719	057016	57016	71,25439999999999	4,5152695700994
6719	079039	79039	52,526199999999996	2,53106921301465
6718	013065	13065	12,281500000000001	2,08011295303814
6717	078101	78101	23,5923	5,3602303051083995
6716	015194	15194	2,1681	1,57200568281527
6716	065134	65134	14,201300000000002	2,1928293172344
6712	018037	18037	17,662	3,2004491518859
6705	066028	66028	84,4408	3,7905401221232
6704	016031	16031	6,467899999999999	1,4221552303309302
6702	067032	67032	38,1508	2,20785314616361
6702	075004	75004	23,5302	3,8693414841303
6692	071010	71010	25,0021	0,4702287529977
6688	016193	16193	6,6622	1,9309709016447
6681	026070	26070	27,551399999999997	2,8262638091392
6680	070031	70031	88,7667	1,7271275953754
6675	026050	26050	34,9732	5,22664914016949
6674	022230	22230	80,0496	3,45128326158519
6672	016239	16239	6,4861	1,7175679633102299
6668	082036	82036	127,46530000000001	0,88360976750323
6664	058073	58073	26,1602	1,4300465031728
6662	054053	54053	37,658699999999996	3,3053707497826603
6661	024119	24119	7,6451	4,0844388158934
6645	015007	15007	8,4212	2,3289284447011003
6643	056049	56049	60,942299999999996	3,04541421288715
6624	024015	24015	25,567899999999998	4,00630626159804
6623	020042	20042	42,2884	3,7295206245135897
6617	103075	103075	18,7335	4,460302957989
6614	051042	--	70,5702	2,48995738292431
6612	070046	70046	93,3159	1,76943423146632
6609	035021	35021	23,633499999999998	2,0519410030046004
6604	073001	73001	74,172	3,4707437106811097
6604	102037	102037	40,573299999999996	2,8254144585329
6603	080045	80045	16,1554	3,8677808866878003
6591	020031	20031	89,7903	3,58107900792527
6588	037025	37025	24,2321	2,58855626999943
6584	083076	83076	32,1236	2,31404323253982
6583	037017	37017	29,070999999999998	2,6139605836086997
6577	061104	61104	5,7017	2,59446385814224
6576	018088	18088	32,894800000000004	2,2148083939088
6571	017186	17186	13,4395	2,6763669769172105
6571	065118	65118	17,3875	1,1443722691473
6569	074013	74013	34,0449	1,637058566507
6565	084020	84020	25,2221	3,2950219653788
6557	016115	16115	2,52	1,890266775478
6550	014037	14037	227,296	2,05649018255
6549	043041	43041	39,5503	2,87148740535642
6544	065076	65076	110,22309999999999	2,1082866672115
6542	024060	24060	21,4755	3,42148511867631
6541	082046	82046	33,4273	1,0073227230772
6537	081003	81003	154,8638	1,6355297385991998
6536	013048	13048	4,194599999999999	2,05557820533227
6530	074004	74004	37,8391	2,1345810896354998
6530	111031	106007	125,18889999999999	2,2361417491235
6526	108018	108018	7,078099999999999	2,55131638971679
6518	101025	101025	85,5592	3,3488534902308
6515	061095	61095	43,5241	2,47483393200338
6515	110008	110008	184,00900000000001	1,58577029295394
6499	033037	33037	33,848600000000005	3,1431649518157903
6493	013028	13028	6,1738	1,85649369801699
6493	017041	17041	6,1397	1,6864124702544
6489	001068	1068	14,1348	3,1206967675506596
6484	030013	30013	25,506	7,33711478961356
6480	004240	4240	26,132399999999997	2,61903423480112
6480	024013	24013	19,837	2,67250285530511
6480	080027	80027	29,9514	2,2182548998976
6471	035023	35023	35,6527	4,08799381497074
6469	058049	58049	11,7533	2,90428634413531
6469	060052	60052	17,3247	3,5515434626331004
6469	063075	63075	5,3697	1,2783494548224
6465	019076	19076	32,0615	2,9556379841213
6463	028033	28033	70,0192	2,6167499369876
6461	097058	97058	7,0911	2,21264335795684
6460	036036	36036	27,3102	2,2787080721273
6456	029040	29040	74,69409999999999	9,031927204268099
6454	072039	72039	34,2345	1,35998752623
6452	031008	31008	11,2201	3,2790763261403
6450	080067	80067	37,8205	2,4903776581461
6448	076080	76080	89,09790000000001	1,35536419755972
6446	082007	82007	6,4299	2,3627584818021803
6441	024009	24009	162,94639999999998	4,4131584875581
6435	001045	1045	8,0974	2,54937394207121
6431	030055	30055	31,043000000000003	4,7948490616771196
6430	056014	56014	40,968999999999994	1,58254126515892
6422	018176	18176	16,1428	1,47384907671369
6420	015099	15099	5,635599999999999	1,70078011403373
6418	050003	50003	25,165599999999998	2,2581108765608002
6409	001006	1006	17,875899999999998	2,91028913585661
6403	024124	--	33,4862	2,863951285301986
6401	016117	16117	8,7414	3,1442529094708798
6397	006009	6009	29,2434	2,39108670715872
6394	065003	65003	40,2309	2,43243582870486
6391	057053	57053	26,395300000000002	2,0537510019647
6377	016074	16074	7,8162	2,5782802810729697
6377	018078	18078	15,5874	1,48054410809725
6375	037044	37044	65,0091	2,76709690796332
6373	051037	51037	77,843	2,04117494470987
6371	075002	75002	28,692800000000002	2,999707675477
6367	093043	93043	40,676700000000004	4,22911626112993
6361	013003	13003	10,3794	2,85170189665762
6359	050005	50005	22,6904	1,7579282045582
6358	069033	69033	30,141199999999998	3,2938165458938
6357	101015	101015	94,79129999999999	1,2138156723521099
6352	108003	108003	2,8632	1,7207172393447
6350	040005	40005	38,9508	1,98100589763425
6347	071027	71027	160,1561	3,0626935158761
6346	028076	28076	28,3506	3,9794248030153
6345	027022	27022	26,612399999999997	3,1519013567237
6343	058040	58040	25,7	4,7291827745912
6340	001270	1270	10,988	2,78446315783129
6340	030190	--	28,7959	3,7099427584282703
6339	093009	93009	41,790299999999995	4,52835684240413
6338	084038	84038	67,2762	2,5211426078532
6337	097071	97071	4,7002999999999995	2,04084779558418
6325	052001	52001	58,9942	1,7155843881206299
6321	004222	4222	35,4161	3,8211017604271
6308	059015	59015	65,1024	4,12117750172642
6307	047006	47006	24,967100000000002	4,0744497282107
6307	102044	102044	3,6604	2,3287118334049
6306	024084	24084	60,1526	3,0276377474942198
6296	011013	11013	23,2707	4,8696974593716
6296	030037	30037	37,187	5,2898655337891
6287	040032	40032	91,3898	2,5750467269651
6282	111001	106001	269,1217	3,07693413145553
6278	018137	18137	14,290899999999999	1,91864925780195
6272	075097	75097	35,1328	9,016546827827499
6271	017159	17159	21,453000000000003	2,3050183933441
6267	026023	26023	12,510299999999999	3,8437112361467
6266	083064	83064	12,175799999999999	3,4815104926774003
6265	030188	30188	47,7543	4,88136366888773
6261	071031	71031	73,4808	0,6109933855907
6259	083099	83099	70,5018	2,94333372527813
6258	074014	74014	26,5348	1,1949272387247
6256	063039	63039	12,019300000000001	1,3927447560244401
6253	001269	1269	22,469	2,9053034057925995
6253	036021	36021	26,996399999999998	3,59122686281737
6250	015134	15134	8,208400000000001	2,21158606478112
6247	016006	16006	10,6066	2,08278590948563
6246	023004	23004	18,866	3,2088541268563
6237	016028	16028	8,5911	2,3023667709802
6227	031018	31018	33,8908	2,6047431878616
6201	018013	18013	24,686999999999998	2,0392535156636002
6200	041043	41043	112,3971	3,3318571888571595
6198	066102	66102	51,4438	2,2611979788297
6197	084009	84009	192,4558	1,5331780482903001
6190	027016	27016	31,1048	4,8182833239592
6188	024028	24028	17,4372	2,79508758881387
6187	042023	42023	21,492600000000003	1,6241333843430001
6181	021093	21093	115,1732	1,9323580858475602
6179	080053	80053	56,451899999999995	6,47698155434224
6176	026080	26080	20,151500000000002	5,09072251799118
6173	111010	107004	51,102	2,8185868048361
6171	015248	15248	3,5507	1,76477524734915
6170	016113	16113	10,588299999999998	2,4098593724139
6167	071005	71005	336,6847	3,2516848363101003
6163	078149	78149	58,21939999999999	3,0869276096967
6157	082057	82057	64,9174	1,5827024204451
6156	035038	35038	32,2937	3,3987114728848997
6155	102025	102025	28,2474	2,07318883541207
6153	051031	51031	97,09190000000001	2,83374610015393
6153	064044	64044	46,5119	2,8265931629948
6149	012124	12124	11,7499	3,09689384438501
6145	111016	107005	80,5933	1,37534546743543
6142	082050	82050	9,891399999999999	1,29517968877626
6138	024118	24118	15,7883	2,4750427411544
6137	030101	30101	24,064899999999998	6,04530276088996
6136	035034	35034	22,5621	2,4678088890528698
6132	036034	36034	28,530700000000003	2,18878979432511
6124	012136	12136	5,8789	2,7843302691601997
6123	027007	27007	22,104200000000002	3,3702093739338
6122	013202	13202	5,5317	2,538780198836
6121	028104	28104	12,226300000000002	3,6523073956059897
6119	028092	28092	18,8546	3,61070052374999
6110	037041	37041	105,2599	2,10279039940582
6106	026025	26025	26,5687	3,55399120981064
6106	061007	61007	11,7785	1,62030880733404
6104	030091	30091	30,9877	4,1178296954653995
6102	016029	16029	4,2082999999999995	1,4966742054155602
6099	063077	63077	5,5004	1,69280023892762
6090	069015	69015	46,015699999999995	2,4835038695066003
6086	080054	80054	46,4766	3,26862272624863
6083	033007	33007	38,4798	2,2897261418060997
6074	018150	18150	11,788	2,0068671249762
6072	087054	87054	126,7527	1,9054537286717002
6070	026031	26031	28,7762	4,7227471364925
6065	066051	66051	44,865500000000004	1,5961704126742
6063	015177	15177	4,1649	1,5795103654154
6062	078122	78122	27,1188	2,2500359867049
6060	068015	68015	31,985300000000002	2,81593081783412
6058	015167	15167	5,692200000000001	1,34317735823555
6048	060068	60068	41,103699999999996	4,469961901969841
6048	100007	100007	63,38270000000001	3,35211600139072
6044	001236	1236	22,2321	2,10260800152916
6039	028050	28050	13,222999999999999	3,07727591130615
6037	016073	16073	6,8848	2,06191029651031
6034	026033	26033	24,342399999999998	3,96334763510278
6031	019062	19062	12,583699999999999	2,08430839844574
6030	038017	38017	173,3434	4,295673466211049
6027	001048	1048	14,1316	2,6303440460464
6026	016160	16160	3,5999	1,85377832166524
6018	111063	107017	72,3721	2,00981967558143
6013	020028	20028	22,378600000000002	3,53869896417815
6012	098056	98056	16,0686	1,8244103691257
6009	016040	16040	12,1108	1,7514636719592
6004	034017	34017	57,5233	2,9114981794596
6003	063054	63054	12,5396	1,07257483149113
6001	023064	23064	42,815	5,39352547323493
5998	021108	21108	187,8909	2,3724383875316803
5997	046002	46002	164,709	4,361400340701151
5993	006160	6160	15,949000000000002	2,89731341270505
5992	075061	75061	19,9597	1,9834750459202
5990	090023	90023	43,344300000000004	2,63575059287226
5988	108011	108011	6,6129	2,1098895633167296
5985	016043	16043	15,0834	2,40260616590567
5981	001044	1044	37,0666	2,43092774980753
5979	075021	75021	12,7893	2,082548371366
5969	004009	4009	63,25149999999999	2,6699111003795
5968	025034	25034	86,2422	4,0004406574752
5965	054022	54022	96,6252	3,3473813890531603
5964	061060	61060	32,3788	2,5040739929300098
5959	085018	85018	41,9388	0,78155535100069
5955	026004	26004	33,1395	2,5604781343534
5949	058042	58042	32,065599999999996	2,2831128958402003
5946	013129	13129	2,2977000000000003	1,4261274573866
5945	016178	16178	4,0614	2,05269705738027
5939	093036	93036	15,8567	3,836371460292
5938	020003	20003	49,203900000000004	3,304022044606
5936	046009	46009	28,4829	2,7025006177708204
5933	036039	36039	34,5575	2,3720492067191303
5932	030053	30053	28,2756	6,7675280193391005
5924	023023	23023	12,9094	3,3661207715854697
5919	052037	52037	310,3127	2,068481040009
5916	026029	26029	14,5969	3,5163944111322003
5913	015224	15224	21,9842	2,3544548864888
5911	010055	10055	21,901999999999997	3,6956571516135
5880	023095	23095	52,989399999999996	4,2626541389056
5874	040001	40001	233,5175	2,22388923700528
5869	076059	76059	78,5103	1,0517837693663001
5867	008027	8027	6,672999999999999	2,97897398771171
5864	075070	75070	27,644000000000002	1,75035442474308
5862	051020	51020	86,5233	2,38197358225009
5855	065009	65009	37,4535	3,41113685937537
5849	024107	24107	20,74	2,19357951433383
5842	025016	25016	252,80830000000003	7,4223297778545
5834	012048	12048	3,3177	2,1342332168125
5834	013114	13114	6,905399999999999	2,9117296425598997
5834	084034	84034	96,37290000000002	1,3207964409891
5828	018123	18123	40,5413	2,72381741408147
5827	017201	17201	9,1013	1,82617395089679
5827	079059	79059	43,079899999999995	1,92841218474997
5822	005050	5050	36,9438	2,9690691025500398
5815	024083	24083	17,3967	2,08129826257498
5808	016157	16157	10,793800000000001	1,6394601920585
5805	021056	21056	67,1137	1,62102384710749
5804	013222	13222	11,9055	1,87345698567495
5802	071054	71054	33,8635	0,7402258471687
5799	075057	75057	77,195	2,2863020705501005
5795	004245	4245	28,288200000000003	3,28673093787743
5792	072018	72018	5,910900000000001	0,6424035498901
5785	015188	15188	18,6819	1,5879454765265
5783	017167	17167	9,8456	1,52782698119558
5779	028030	28030	17,7052	2,7370677395528
5774	004066	4066	43,1663	2,7036328438498702
5773	098041	98041	15,5792	1,49806218244
5768	075023	75023	28,413899999999998	1,529789494881
5767	083007	83007	7,6647	1,49450786077499
5763	012086	12086	4,442200000000001	1,53780075771368
5762	090051	90051	30,090300000000003	1,0101657017326
5758	078105	78105	41,6849	1,35321068037676
5754	032004	32004	24,222199999999997	3,65757301673234
5753	028020	28020	13,1601	3,8996319565646003
5744	026028	26028	35,3534	3,00928958328051
5744	035022	35022	42,1453	2,79666927062836
5740	071050	71050	91,162	1,02671356729961
5732	075003	75003	16,7897	1,10972012872973
5731	010018	10018	9,0823	2,4029392355421497
5730	016206	16206	9,6109	1,3571952946808001
5725	016189	16189	5,2466	2,0605756302336
5722	047021	47021	7,7964	2,1577123360918
5715	061012	61012	49,3022	1,3285336580764
5713	041019	41019	4,9351	1,8268264602058002
5712	054038	54038	81,3334	2,661029651983
5711	024095	24095	13,208699999999999	2,878041607687
5711	054034	54034	157,16989999999998	3,7926797388106204
5711	058107	58107	38,9869	2,7127471784157002
5708	050027	50027	227,7062	2,6534807546314503
5697	051041	51041	138,2362	2,87740166202424
5696	016075	16075	5,3075	1,9263105041368
5688	076036	76036	208,9281	0,99170767147484
5687	012039	12039	6,909299999999999	2,2291421953582
5686	005118	5118	41,9486	3,8949655550602995
5685	019026	19026	30,8913	2,72881627536749
5685	034033	34033	37,71	2,2597823385318
5684	024051	24051	22,7744	2,08658473005368
5681	039015	39015	44,258900000000004	2,241302860506
5681	075034	75034	38,0297	1,4936106231828001
5681	101019	101019	44,9251	1,7564052613474002
5677	016007	16007	4,7306	1,832519760981
5673	033040	33040	49,194799999999994	2,8871023373263998
5670	060008	60008	39,5224	4,6458096055575
5663	083107	83107	12,9306	1,6761300928347
5659	003131	3131	17,691	1,7152762221736002
5656	075069	75069	21,577600000000004	1,6461076299056
5652	033023	33023	31,099899999999998	2,45249087811459
5651	028059	28059	21,4785	5,5287746863731
5648	023019	23019	38,6055	3,5413311356801005
5644	050002	50002	23,0295	2,20730140381619
5639	035009	35009	24,3933	2,4070981374321
5626	097091	97091	6,465299999999999	1,6660083529766
5624	004037	4037	17,8658	2,77514433461668
5624	061010	61010	15,958	1,5424495800417
5622	003076	3076	12,5823	4,0623567681662
5622	034031	34031	30,755399999999998	3,3739437745443
5615	034016	34016	26,0049	6,5198881157147
5612	001051	1051	11,8501	2,1088090969637
5606	054037	54037	79,2595	2,74403938338533
5604	016005	16005	2,0003	1,435380335752
5601	017066	17066	23,3213	2,31518031526058
5601	035006	35006	24,043200000000002	4,1043578169481
5600	016042	16042	4,994800000000001	1,5023424118695
5600	084018	84018	23,976399999999998	1,3731848763942
5585	069017	69017	67,03609999999999	2,8231596136488
5582	096070	96070	29,4713	3,3758390720216997
5580	073016	73016	9,7462	1,25084989417483
5578	062003	62003	49,038900000000005	2,26299845265105
5577	054030	54030	69,5134	2,49151014475175
5576	108032	108032	5,1094	2,64451989429018
5573	030074	30074	34,3365	5,3443779029692
5571	009024	9024	11,1528	3,2822787180402697
5571	081007	81007	69,9017	3,27023285033985
5570	065066	65066	16,6717	0,794733894085
5561	004163	4163	67,9197	2,6606902553477
5559	008011	8011	17,9449	3,79605506464026
5558	012012	12012	7,477	2,3605155891121
5552	020047	20047	45,4362	2,3953556543019197
5548	018050	18050	18,0515	2,091077939796
5546	012003	12003	17,7231	2,9618560885072998
5545	010006	10006	17,0621	3,1914273000366
5536	051001	51001	130,9213	2,15489027263571
5536	079029	79029	23,8252	2,57274793407115
5536	099016	99016	20,6961	1,91551655437928
5534	009018	9018	10,400599999999999	2,43738347777106
5531	076046	76046	38,0123	1,82914274986
5531	079042	79042	25,0256	2,7047694355799
5529	061085	61085	36,9674	1,1553222792581
5524	065016	65016	14,408900000000001	2,2033456537304
5522	028101	28101	17,348699999999997	4,5357456732065
5517	048013	48013	61,6329	1,3755985194924
5516	013043	13043	5,7176	2,20363698813225
5514	037022	37022	65,7641	4,11417098282203
5513	037005	37005	51,106300000000005	5,20463195090913
5512	014024	14024	23,9906	2,4839018480823603
5492	001070	1070	48,9599	3,6288453541213
5489	061009	61009	37,041	1,2665986939276401
5487	020035	20035	31,8493	2,49957316032784
5482	020072	--	41,16929999999999	3,1722180672528797
5477	022116	22116	25,3534	2,4410661840029997
5466	012122	12122	4,9319	2,3402347366891
5465	101009	101009	79,2026	3,8285939264927
5455	004059	4059	51,5954	1,8692610089758002
5455	017020	17020	29,5304	2,19838745601752
5454	015058	15058	6,5952	1,6451890599085
5451	037028	37028	37,1542	1,9657549450655
5446	051006	51006	47,5568	1,38434206969864
5442	076039	76039	113,06569999999999	1,61123569038297
5439	056001	56001	131,6075	2,6263398038224004
5435	018046	18046	10,8581	1,2302989685064998
5432	075024	75024	9,1203	1,603283366383
5430	021017	21017	163,9823	2,05084797274102
5425	030078	30078	38,4137	3,5685655389037003
5422	018138	18138	23,3327	3,2478656630186
5422	075076	75076	30,4557	2,3963755563663
5420	050041	50041	46,434	2,7324333858251904
5419	030070	30070	13,296700000000001	3,32014506929451
5419	074018	74018	32,3371	3,739729075516
5403	011017	11017	36,814499999999995	2,31777898987418
5398	017190	17190	20,1021	2,0402591090116
5398	022245	22245	200,05739999999997	2,4539869832661
5395	056015	56015	57,5779	1,29695675861733
5390	016108	16108	29,0323	2,1727104609304
5390	079081	79081	16,8502	3,2175310523414002
5390	090063	104022	102,28620000000001	5,5602304572526
5389	015249	15249	5,5630999999999995	2,1555849192536
5387	009003	9003	3,2458	1,4930038334484
5387	091037	105010	53,1696	1,651343181609
5383	013136	13136	4,6988	1,9797238266287898
5381	013251	13251	8,581499999999998	1,8533303527102398
5377	065087	65087	67,1167	2,081258880452
5374	061004	61004	14,008199999999999	2,1030442267337
5373	086007	86007	174,19709999999998	0,49280952923132
5367	078154	78154	39,7337	2,5457652054872497
5360	028028	28028	15,5045	2,9333197870865
5358	044017	44017	17,3368	1,3070679700772
5357	017102	17102	36,6321	4,5865022038469
5357	064034	64034	20,3899	1,24996274315372
5353	063092	63092	3,0420999999999996	0,71434761468139
5347	023037	23037	56,6595	4,2858316695367
5347	082063	82063	20,8525	0,8953362333993999
5345	030009	30009	43,0454	4,25617739485959
5345	035005	35005	18,1101	3,7512513855849
5344	071055	71055	33,8128	0,75675343050594
5344	076053	76053	126,18270000000001	1,32168458984718
5342	067031	67031	7,0113	1,627502171294
5341	097012	97012	4,5889	1,7728036721085
5339	026019	26019	21,750999999999998	3,707286045585
5337	087021	87021	60,2475	1,4810828697416
5335	025029	25029	39,1209	2,80458443873498
5331	033014	33014	35,0553	3,6425079579019997
5326	016044	16044	15,668	1,46630384368954
5326	018122	18122	28,912300000000002	1,67504804058013
5326	058063	58063	45,4265	1,9398768255498
5322	065028	65028	31,7101	2,7249300005879697
5320	063013	63013	3,3276999999999997	1,3131066271552
5319	016204	16204	18,0246	2,30374410750334
5319	060007	60007	19,2371	1,9502842877098099
5318	012139	12139	9,2628	1,9050855283227
5317	067039	67039	34,203	2,20381667000128
5314	066025	66025	95,8026	3,6618872265941995
5305	052026	52026	83,037	1,8143789022744998
5300	010007	10007	10,0653	2,1826255803043
5299	012002	12002	3,8821	2,0863327221557
5296	079060	79060	37,1944	1,39991102194054
5295	078048	78048	12,207	3,4479474165020996
5292	022229	22229	156,38549999999998	3,5913424119584
5290	080055	80055	58,875	1,6528130141103
5288	064059	64059	21,6352	3,0017410772916002
5287	033027	33027	46,3337	2,96724723853089
5285	075062	75062	24,3609	1,4981818675659002
5284	056012	56012	124,0396	0,9678264524858999
5283	092066	92066	67,8304	5,66753590308374
5278	021029	21029	23,569699999999997	1,6085807706383801
5276	012084	12084	15,9093	4,27450695401242
5274	024097	24097	13,853	3,20045158736249
5274	079012	79012	15,4782	2,6416970424423
5274	087010	87010	26,417600000000004	1,3024157963033
5273	016152	16152	5,182300000000001	1,67447626252231
5273	065097	65097	48,078	3,0865170009216003
5273	111042	92039	93,508	3,62218854282846
5272	020051	20051	41,61109999999999	2,34869322529163
5270	064065	64065	12,298599999999999	0,9063979628294
5270	069086	69086	17,0006	2,7256587888943
5265	021046	21046	247,42849999999999	1,9030046582176
5262	001161	1161	20,9039	1,92893082625475
5260	041070	41070	70,36659999999999	2,20134704534473
5254	025071	25071	122,35910000000001	3,5591417390617
5253	012047	12047	3,7591	1,8792483369098
5253	085017	85017	75,815	0,93525642240512
5249	017070	17070	30,3066	2,36695782867587
5249	060058	60058	31,613899999999997	3,26928581989824
5247	102011	102011	31,5044	1,81701381265374
5246	070029	70029	100,9477	0,9135224454206
5243	023039	23039	25,0033	2,00203334668816
5243	026062	26062	12,9148	2,5344123212145
5241	073014	73014	49,0696	6,694757471827501
5240	013154	13154	5,2232	2,03109727529223
5235	020016	20016	46,3399	1,91916281639629
5235	021022	21022	51,2897	1,3665000946722201
5235	056060	56060	30,1435	1,3545264157738002
5234	026073	26073	19,2588	2,74045393718406
5232	073006	73006	22,413200000000003	1,2782808085656
5229	017147	17147	12,6434	2,01086865531936
5228	075053	75053	16,3022	1,177613195243
5224	016128	16128	7,9248	1,310925827485
5220	046011	46011	52,9412	3,2912843038749
5216	021037	21037	78,7059	1,86714071635526
5213	075089	75089	8,5015	1,70904368156327
5213	108052	108052	5,0385	1,7792999984098499
5202	077028	77028	178,16369999999998	1,0478559734057602
5201	090091	104009	54,279300000000006	6,14027357414548
5200	026032	26032	20,188	2,5646419945116
5194	028035	28035	42,3263	2,9767635124308303
5193	006053	6053	45,422	2,0746639448332
5193	075019	75019	20,769299999999998	4,1551989409562
5191	099028	99028	34,7398	2,6713401817860998
5190	023002	23002	28,253600000000002	3,97846960017557
5190	103017	103017	52,5343	2,3168324012058203
5188	016114	16114	5,6975999999999996	1,84011887189103
5186	001101	1101	14,8502	1,8936890327743
5186	018072	18072	24,723000000000003	1,6877233516557841
5185	016076	16076	9,728200000000001	1,5721667318516102
5184	009022	9022	9,5608	3,37676498854571
5184	017080	17080	29,2841	2,65412187748714
5183	015219	15219	3,4356999999999998	1,47320316492443
5180	093013	93013	33,4503	2,8490077655417
5176	082028	82028	43,8349	0,6180353393110001
5171	013101	13101	4,9562	1,9168507015584402
5168	001299	1299	41,1549	2,6461232320184
5167	036020	36020	45,4661	1,82444827357118
5154	066020	66020	60,9661	1,755241589008
5153	065039	65039	47,751599999999996	3,136859261479
5150	070057	70057	70,0443	1,0682589252273
5140	012085	12085	3,8743	1,7905136768553
5139	004064	4064	18,2421	2,70337818410538
5139	065055	65055	35,075700000000005	1,49259663472714
5138	087012	87012	6,5541	1,0105816324952002
5137	016034	16034	5,7728	1,9373011338758
5134	048046	48046	56,942	1,8518170459710999
5126	069008	69008	38,0781	0,8029045748584
