POP_2018	PROCOM	PRO_COM_110	SUP	SUP_URB
72077	019036	19036	70,49470000000001	19,69011762566217
71148	036005	36005	131,5427	22,14204363100677
70879	092051	92051	96,4117	25,4265033343529
70834	079160	79160	162,4285	28,94487244750269
70514	072004	72004	431,37760000000003	8,47429347700638
69936	037032	37032	205,02450000000002	24,98677587324108
69439	066049	66049	473,9144	37,8433659508413
69037	045010	45010	93,8375	33,46304173807385
67923	081021	81021	273,1329	20,416490833606552
67798	056059	56059	406,2335	17,11463470517882
67239	078045	78045	37,8612	12,224591009253041
67211	076063	76063	175,43490000000003	25,602504490424792
65922	063024	63024	17,813699999999997	10,5156154920038
64817	063002	63002	17,9119	7,01640480518983
64212	088012	88012	182,47529999999998	14,1539275547962
63941	101010	101010	181,99810000000002	19,20678648958049
63641	058079	58079	86,5742	27,0204850713221
63153	018177	18177	81,3651	18,69361374329369
62537	045003	45003	71,0122	21,170456198352
62317	085004	85004	421,2528	15,93477184875167
62079	046033	46033	32,4229	15,994503653497059
60978	041013	41013	121,8381	23,002307710133152
60632	009056	9056	65,3184	10,92228105660809
60403	077014	77014	392,0858	15,44582007523837
60261	090047	104017	383,642	32,669341873330445
60177	015118	15118	17,6787	13,406977214773299
59910	063001	63001	54,712700000000005	10,59806105976588
59862	063041	63041	15,6417	7,7180062426797695
59789	062008	62008	130,83620000000002	15,003246531416432
59470	072029	72029	58,9743	7,71733272677322
59329	084001	84001	245,3206	19,22246097720499
58797	039010	39010	215,75580000000002	19,18264048761671
58540	071020	71020	593,934	8,7614043484292
57234	001156	1156	47,5295	18,9174635530076
56999	054018	54018	264,6659	21,928339801421007
56906	071029	71029	354,5437	9,0717625586664
56542	058104	58104	68,6451	12,2436908062116
56281	004078	4078	119,671	22,6245943251234
56031	110009	110009	103,4135	8,71112206766605
55385	110003	110003	69,24510000000001	7,23037888162362
55127	072011	72011	174,33950000000002	6,34262715404003
55047	082006	82006	29,835500000000003	6,7012223486993605
54710	058007	58007	43,6498	30,383820351719702
54577	063059	63059	4,6049	4,60130727555668
54530	088006	88006	292,3743	22,262299384822498
54529	008055	8055	55,9586	15,285902222482111
54353	064008	64008	30,550500000000003	11,57274803470345
54338	067041	67041	152,8422	13,475066757818851
54194	068024	68024	23,5746	10,0309536119921
53901	052032	52032	118,5324	20,4177930599076
53425	012070	12070	20,9826	16,4207521605746
53188	058111	58111	118,23290000000001	59,7048386080614
53130	065037	65037	36,5318	10,628808296507989
53015	071051	71051	336,3103	6,164967974371479
52794	061005	61005	8,8486	6,90951254954985
52763	063064	63064	19,8944	10,7762109092186
52671	058032	58032	73,7388	17,6840053088276
52269	087004	87004	40,4294	17,645031304531297
51488	081012	81012	274,63689999999997	15,265418281926
51149	029041	29041	108,8056	22,019271697052698
51127	093033	93033	38,211999999999996	20,1429865324383
51005	065014	65014	56,8504	12,953208853185101
50904	015182	15182	22,2434	13,7462906375271
50770	069022	69022	59,5678	15,89533962001741
50686	065137	65137	19,8952	13,3848570694951
50645	048041	48041	59,6955	9,82770394744869
49992	087029	87029	37,6787	9,34762748787563
49852	058072	58072	71,6426	34,0082689048829
49663	058117	58117	72,0881	23,754887262213803
49597	001090	1090	18,0996	7,72308637937918
49430	027008	27008	187,9141	12,3139033470401
49409	020030	20030	63,8072	18,247354111825402
49262	070006	70006	56,1126	11,09698043562584
49250	063017	63017	7,8348	5,3390731289069
49091	048043	48043	48,7993	11,6608920561019
48964	072030	72030	157,893	17,2294301740331
48786	073013	73013	298,7246	8,75270449057039
48773	044007	44007	158,02190000000002	15,68448293970744
48629	001219	1219	29,5002	11,832156254905
48626	048014	48014	62,2096	11,994900498455461
48262	072020	72020	169,3455	9,55111361294564
48177	097042	97042	45,1354	10,32238726209154
47827	087033	87033	144,6824	5,62097230401514
47721	001164	1164	20,563000000000002	9,3283974520354
47720	015081	15081	8,4022	6,95949280357749
47436	057059	57059	206,4608	17,875377151135602
47351	044066	44066	25,4067	10,683589116839949
47220	001265	1265	31,456500000000002	11,678117545972901
46701	015166	15166	14,1141	9,9269426440289
46696	048006	48006	28,7506	10,82914714631019
46323	059032	59032	136,59	22,264764894116
46181	002158	2158	79,7758	13,198775326000751
46072	046007	46007	155,9557	38,827001723368355
46063	060038	60038	46,8451	25,53023775765359
45784	065078	65078	20,945	8,46491943915272
45535	108028	108028	9,2959	8,00812012978432
45273	081001	81001	130,8951	15,666176405093601
45252	098031	98031	41,3792	8,52759372717682
45212	050008	50008	78,60979999999999	14,5911407848158
45131	108039	108039	13,0451	10,0443486335291
45122	063067	63067	4,1054	3,59763866602114
44616	042045	42045	117,76950000000001	14,89750143032262
44472	058057	58057	24,1917	16,0311929031078
44324	096004	96004	46,6893	16,5347180162104
43979	090003	90003	225,3958	9,02824726679695
43816	072023	72023	384,7396	5,7566953633974105
43481	024012	24012	47,0624	16,49261514296534
42492	066006	66006	104,0863	14,25544042187419
42442	015189	15189	12,2435	6,36355551157772
42406	063083	63083	7,5397	7,01335772700828
42353	043013	43013	46,0665	11,06660239429391
42318	008031	8031	45,383	17,8787556384929
42079	108023	108023	14,7565	11,8775648392067
41794	027033	27033	78,878	16,0163631862345
41776	043023	43023	92,5253	10,7023582092151
41604	058116	58116	25,951999999999998	6,89483983932501
41433	069099	69099	71,34609999999999	8,88900861668731
41389	083005	83005	59,142700000000005	9,15281165249675
41314	058003	58003	23,801599999999997	11,0851132545524
41151	063063	63063	14,1558	7,168645317533571
41144	058065	58065	40,935900000000004	8,2790976085089
40826	036040	36040	38,4037	11,85365873893578
40488	084041	84041	191,6706	10,928127807982621
40485	021051	21051	26,3402	8,049778255750882
40210	042021	42021	108,9049	14,129673403198298
40058	065050	65050	137,5751	7,14397553086742
39932	013041	13041	23,253800000000002	12,5104162746306
39825	022161	22161	50,985	10,075474377175091
39819	063057	63057	11,7103	7,817181764546879
39792	061049	61049	30,2075	13,74826819045192
39779	059007	59007	143,9154	10,277871064622401
39683	074007	74007	131,717	15,302462441393299
39632	054013	54013	387,32129999999995	14,65300365886255
39419	012119	12119	11,0576	8,19355180176083
39354	018182	18182	63,4417	11,12629643103266
39082	024100	24100	66,205	16,46656391626665
39047	082049	82049	530,1763	13,868516131861561
39026	061048	61048	36,6729	11,01994428965096
38936	082021	82021	76,5951	26,457498347965
38645	058118	58118	12,998299999999999	6,57338760314832
38637	108019	108019	11,513499999999999	9,25147039453324
38573	027023	27023	99,1359	17,4335833498289
38453	072027	72027	32,2433	12,9890548828327
38314	015195	15195	30,8681	7,82275005928563
38295	087011	87011	383,3793	14,49201356499075
38032	059008	59008	74,1703	12,8071737563833
37977	058029	58029	134,3209	7,65816482946138
37964	054051	54051	348,14230000000003	14,646558147269761
37943	063045	63045	3,8120999999999996	3,7065322766341
37700	001120	1120	13,1323	8,85153982380354
37654	063011	63011	27,2216	8,1126164739146
37238	109006	109006	124,53399999999999	10,644645082741851
37008	084021	84021	179,68099999999998	9,149483446512301
36980	059005	59005	144,1593	19,590224265156397
36920	015175	15175	13,093900000000001	5,73645694124411
36858	001078	1078	54,1984	8,474312551213101
36579	091051	91051	192,062	9,677139407562889
36497	060019	60019	83,4207	14,36529512061017
36486	015027	15027	13,1227	6,2073604772229
36456	037011	37011	17,3336	6,855845953934729
36358	074008	74008	177,9409	4,82664943245306
35947	001191	1191	50,3384	8,84650616826423
35854	089001	89001	111,1596	23,1639031855724
35727	078102	78102	55,282	14,67562264610144
35722	084011	84011	91,8608	5,00322685055607
35710	025006	25006	147,2232	14,16326417980545
35633	087006	87006	83,22200000000001	7,11216059354953
35547	038004	38004	64,7425	13,2652051430029
35537	065088	65088	11,976500000000001	5,34310564198274
35492	015205	15205	17,4882	10,5323963216872
35141	108027	108027	12,2851	8,253200006230921
35082	026021	26021	36,3834	11,583605330154521
35071	042034	42034	106,7394	12,3685823061477
35003	099013	99013	17,5043	11,4231860539695
35002	069046	69046	66,9378	11,728208803291599
34996	063048	63048	5,2472	4,2014977703604
34981	063079	63079	30,6457	9,16638445220134
34868	108012	108012	10,4122	7,18994383484607
34727	015093	15093	5,3573	4,77323454179065
34467	063050	63050	39,186	11,29384510735435
34411	031007	31007	41,2632	15,11386635157953
34347	036015	36015	46,741400000000006	8,55126996944613
34341	015070	15070	13,220799999999999	7,985914769064871
34264	019035	19035	34,5188	8,43068939206001
34217	063005	63005	4,7062	4,47079968203699
34126	065007	65007	13,765699999999999	9,1560588720116
34082	007003	7003	21,3926	8,76811425735978
34010	006039	6039	86,2109	11,3789179871364
33892	063073	63073	5,9048	4,25030131102821
33855	049012	49012	129,8803	12,06820806274197
33781	001292	1292	20,4427	7,7464674502188595
33642	102047	102047	46,5718	13,3070684987116
33583	070078	70078	55,6354	14,33416790263126
33435	026012	26012	51,60979999999999	15,0891619177985
33232	023096	23096	57,3416	10,93637835641578
33193	058122	58122	19,9407	5,724872117632399
33085	071028	71028	339,79269999999997	4,37249650604621
32894	036006	36006	102,51270000000001	8,578985436029171
32893	061083	61083	15,920399999999999	6,11685990181412
32861	073015	73015	127,9957	7,42182054699061
32737	015002	15002	47,7783	6,46279827161553
32664	015192	15192	12,8764	5,81859334696088
32473	037054	37054	44,724700000000006	9,57664450541083
32328	046005	46005	85,4308	16,929150671841388
32317	039012	39012	117,0566	15,634932506134529
32299	084017	84017	81,8759	5,882413212327919
32167	087024	87024	16,2793	14,499952731443798
31890	073008	73008	102,12370000000001	4,6570685604442
31786	082054	82054	108,0558	5,3908852054319
31736	054024	54024	525,776	10,29228468345313
31671	095038	95038	84,5702	8,30851679400678
31625	065135	65135	40,0013	6,86739414477649
31612	063068	63068	14,1726	7,379828168935
31503	081006	81006	209,76	13,394764612835
31498	004003	4003	53,5862	9,05807170241205
31447	050031	50031	91,7697	13,53336401184215
31431	075052	75052	193,24290000000002	17,9638130161328
31408	089002	89002	74,5926	6,25263047844535
31258	026046	26046	49,007	18,32662092493871
31231	083049	83049	24,702600000000004	8,64584639144318
31223	063087	63087	6,8812	3,95070992153207
31197	074012	74012	225,5616	9,219007119858741
31159	073012	73012	180,41	19,027349520526602
31039	049017	49017	120,8196	11,7609292092199
30849	037061	37061	178,13400000000001	11,91938264621555
30809	042017	42017	272,0804	12,44040667085111
30709	103072	103072	37,4923	11,7422189237686
29934	063032	63032	5,3697	3,58564346639269
29879	063043	63043	22,575599999999998	6,71920914114753
29847	110004	110004	150,9347	3,33462982290235
29845	088003	88003	65,40180000000001	10,036766413412371
29815	016219	16219	32,2202	7,93788227750822
29728	010046	10046	33,6141	8,20729866511166
29645	004029	4029	59,530699999999996	12,02701238470614
29418	087003	87003	8,534500000000001	3,43878603414367
29376	082048	82048	69,4896	6,84293247021655
29168	050029	50029	46,0203	10,37060229763918
29031	052022	52022	70,58970000000001	7,3905499830389605
28986	092068	92068	26,6746	5,48855427209485
28982	017067	17067	59,263400000000004	9,6341018613522
28976	001059	1059	95,71629999999999	8,57141748648014
28897	063035	63035	14,6392	5,2511346646839
28797	061052	61052	55,717600000000004	8,7443036494978
28763	060003	60003	96,9619	11,091803280841399
28700	039007	39007	82,2738	16,5552530216367
28389	026092	26092	82,8035	17,40719532628837
28352	054001	54001	187,1943	11,50132497319393
28265	111009	107003	145,5439	8,83859876281148
28210	006114	6114	55,195600000000006	8,68130238240799
28153	037053	37053	114,4123	9,810008368649681
28126	087007	87007	166,3288	15,182436277178402
28112	049007	49007	42,52	5,60608739491482
28107	031012	31012	19,727	9,96738415187176
27950	050032	50032	102,50399999999999	10,72195184738586
27927	063008	63008	11,3467	5,326092263193231
27909	027038	27038	14,959100000000001	6,748725497709279
27852	026043	26043	46,256800000000005	9,805655523868861
27842	015168	15168	14,2927	6,75021203438303
27690	063072	63072	18,7409	4,194536836562779
27655	081008	81008	47,3428	7,57137697469006
27644	072021	72021	208,93869999999998	4,714950104342391
27546	087017	87017	27,3228	7,59889576081985
27410	010015	10015	12,2312	7,24104923149364
27311	061053	61053	10,834100000000001	2,6906704129157
27299	006174	6174	98,8681	12,880974248425911
27243	086009	86009	358,74910000000006	6,01082773412821
27180	072046	72046	20,1058	2,4156288263422
27172	071046	71046	261,8832	4,11809991416272
27171	015036	15036	12,0042	5,228375487575899
27169	027024	27024	45,630900000000004	10,288721228537039
27155	015105	15105	8,9952	5,6469806716749
27125	072043	72043	69,23060000000001	2,8389570675415996
27051	088011	88011	138,7236	8,19329476259385
26976	001082	1082	51,2385	8,168514319616751
26946	085013	85013	96,8186	2,95037069151236
26901	092003	92003	118,1742	10,21510106422853
26898	034014	34014	95,118	9,710524896050629
26887	075029	75029	82,648	8,107796852209539
26836	074010	74010	124,0526	7,7499736151855
26784	111035	107009	208,2333	6,28108619138218
26679	072036	72036	100,1557	3,74542308941881
26592	072041	72041	144,8568	4,14018074918277
26460	047017	47017	45,9134	10,20038933984985
26412	063006	63006	13,4678	7,03328016946936
26408	109034	109034	18,125799999999998	5,60992090564345
26325	072032	72032	40,7932	4,29225504539327
26259	015032	15032	3,3824	2,78644497462771
26242	065099	65099	37,1898	5,4361092032109
26199	027019	27019	96,3981	14,243513887060299
26171	072019	72019	128,4226	4,2734230336022
26170	108050	108050	20,717	7,05079758684513
26071	028003	28003	21,1556	9,38000678658336
26063	042018	42018	25,816300000000002	7,764096869959499
26029	082070	82070	76,689628	7,685847329364901
26016	024111	24111	50,216499999999996	9,19585134628783
25972	060074	60074	72,1339	13,83624207378925
25959	040008	40008	45,1641	11,1780413653115
25945	108024	108024	10,2806	8,5685621631825
25847	061027	61027	73,9516	17,575384007997002
25763	015116	15116	12,933399999999999	8,12503888041491
25758	035040	35040	50,048500000000004	9,92680042396364
25755	063062	63062	7,4251	3,11176652229141
25714	017113	17113	81,6625	13,509196203584459
25664	035020	35020	77,51050000000001	10,22170223677905
25663	069035	69035	23,0894	7,27528173487759
25605	024008	24008	34,1907	9,26853721276502
25588	067037	67037	53,2673	9,994478263735541
25483	048001	48001	74,0996	4,97687176471848
25399	087019	87019	5,150499999999999	3,84408338262182
25393	072028	72028	50,940799999999996	3,10271793917549
25358	016198	16198	12,529200000000001	6,1536200274213
25337	023071	23071	19,0111	10,08658118318696
25328	072038	72038	223,8292	4,06366356877859
25313	036046	36046	22,8616	6,42338652144171
25259	023044	23044	79,2737	12,82969495631968
25207	063058	63058	12,4224	5,5163079601740606
24959	027029	27029	102,3124	15,07059474836872
24956	013143	13143	13,8029	7,17124387556357
24954	059028	59028	100,4728	14,0198090793235
24440	051026	51026	56,665	6,442357592750819
24372	004089	4089	130,1454	9,9839923508275
24369	065079	65079	14,6627	5,21591116227985
24354	063089	63089	6,2022	4,5165587771241
24309	024105	24105	19,7034	8,44571208206748
24173	066098	66098	57,9287	7,69443673255576
24094	075022	75022	58,532799999999995	8,2134032905213
24065	008065	8065	53,726499999999994	8,23252506822048
24042	009002	9002	36,575700000000005	10,440867344786001
24028	089013	89013	554,9926	7,62060472611109
23948	087008	87008	70,2763	5,4833864095058
23906	015130	15130	21,992600000000003	6,812986848407
23892	058043	58043	17,9005	5,2827264328309
23875	067025	67025	28,0028	9,9113564720618
23710	063051	63051	20,021900000000002	5,85275973654203
23667	015074	15074	3,9389	3,03482405959897
23662	046024	46024	41,6043	17,57181760281345
23650	036022	36022	137,0908	11,409514240227601
23637	001125	1125	30,108	10,05576576742528
23583	092011	92011	68,48989999999999	7,436442474082
23581	108034	108034	5,4765	3,85001157157376
23570	020017	20017	42,023	9,196035379794509
23526	089011	89011	216,78490000000002	7,416527472949289
23495	016091	16091	11,8077	7,7397480525707
23463	108030	108030	8,3084	6,19343232277
23460	048052	48052	97,9	5,74767331226929
23456	108040	108040	7,4025	5,65319866426442
23399	087041	87041	10,8479	9,31701515955719
23387	015171	15171	23,221500000000002	5,72194102743937
23380	060024	60024	61,0563	13,993456013483499
23365	001171	1171	22,2082	7,7116912747651
23334	108035	108035	5,845599999999999	4,1720563638842
23316	024061	24061	30,5405	8,43808420124817
23275	048019	48019	65,1846	7,9208139184513495
23126	058059	58059	24,268800000000002	3,1382865481976
23111	069058	69058	70,8765	9,7414621640834
22958	028100	28100	33,3152	12,280198411420699
22903	028086	28086	19,5171	7,71128974439016
22802	065025	65025	113,0283	11,799734386640699
22753	061078	61078	4,7122	3,30386579153661
22694	089009	89009	26,477600000000002	2,7881179437969
22663	084027	84027	77,0638	4,6096353014065
22601	063016	63016	3,2083	2,6516605196305
22557	085016	85016	72,7757	3,4651485495928998
22450	058039	58039	22,4752	13,5751292608194
22448	064005	64005	186,7415	5,553264713673561
22444	004130	4130	87,053	8,3723973386469
22430	046018	46018	68,2685	8,46667211390904
22430	073007	73007	188,48919999999998	5,89308485874324
22367	090058	90058	104,4137	13,7350664074768
22335	065067	65067	30,3337	4,55321770138273
22250	017096	17096	31,718400000000003	5,26141545183447
22237	089014	89014	50,983599999999996	3,5448411940218
22188	038006	38006	284,12669999999997	16,054979704934
22171	099018	99018	45,0093	6,184055353469851
22133	011027	11027	34,5155	15,578240448394899
22057	051017	51017	342,9686	7,67990662530572
22037	078033	78033	130,6372	9,97662520050331
22011	021011	21011	84,7033	5,3939600935681105
21993	063055	63055	13,2002	3,33555790977541
21992	026055	26055	38,0896	9,739571796490202
21874	065002	65002	32,766999999999996	6,9991673789189495
21872	058074	58074	47,0173	13,4430783058648
21775	086014	86014	304,5421	3,3531861333036197
21773	054002	54002	27,6019	8,8320211263433
21757	012040	12040	12,3443	7,34011309662775
21719	003024	3024	32,2704	10,44204972435557
21666	094023	94023	69,1513	3,9076189118543
21651	052012	52012	92,06139999999999	6,326560135219291
21642	014061	14061	20,875100000000003	4,7728384799936805
21526	004215	4215	110,7893	6,04781608247481
21521	038001	38001	311,6678	10,452534652985701
21502	027021	27021	20,1709	9,03272716416798
21500	015206	15206	8,5992	4,3276590173816
21488	072033	72033	79,71390000000001	3,24674039798656
21482	061019	61019	23,4859	5,53341798527498
21427	054015	54015	63,724	9,25855231585081
21404	060006	60006	112,81540000000001	10,23163169102244
21397	023069	23069	33,7925	10,6743737006188
21394	058034	58034	26,9859	5,3452821560788
21384	022139	22139	54,3292	6,68403692227176
21308	053009	53009	56,0191	6,600900276309821
21252	061088	61088	162,1774	8,366215952290212
21206	089016	89016	76,4697	3,6800443130488003
21186	043044	43044	103,4605	6,6399460134668296
21154	020065	20065	61,101099999999995	8,38374185607518
21141	047009	47009	32,6237	5,1331467327038895
20992	060033	60033	81,001	14,74083267516734
20958	092074	92074	48,2858	5,3023436508897
20956	015220	15220	10,766300000000001	5,01008820228246
20919	063086	63086	29,3799	6,4386047000402
20862	037020	37020	148,417	8,42624311041006
20608	025021	25021	99,79180000000001	10,31243206889126
20607	048033	48033	114,4003	4,07105837932067
20600	072001	72001	132,0264	3,16094060376907
20566	003149	3149	38,2237	7,29199805012641
20545	059009	59009	29,199	7,47352013400035
20545	075031	75031	41,215	6,28470955589805
20540	047011	47011	17,686700000000002	6,07041420522627
20536	059024	59024	145,3746	10,783994662294699
20534	015087	15087	11,0676	5,5054470866297995
20529	015108	15108	10,5803	3,6254392207595
20486	016183	16183	19,383399999999998	4,392812158688479
20466	026051	26051	42,3538	11,5399394519494
20460	058046	58046	18,4032	8,218357891970511
20442	078003	78003	200,63099999999997	5,92118211035085
20414	060085	60085	119,6452	8,31757868020403
20356	087051	87051	6,5171	5,1666361418888
20348	072022	72022	44,299	2,83228391736718
20308	048024	48024	42,8998	3,57829575758312
20253	055023	55023	281,27009999999996	6,680403617103099
20213	078081	78081	76,6712	8,57363649759569
20185	001214	1214	25,108	8,26196282045888
20184	069083	69083	19,7	8,0966202178048
20145	028032	28032	36,6788	13,259933122959401
20142	023015	23015	24,2262	6,70430177209815
20118	063037	63037	8,1403	5,86685407137818
20101	028001	28001	21,4084	10,709559582741901
20076	080038	80038	39,8676	8,14143203209597
20070	075016	75016	38,7281	6,7929612360991
20060	015211	15211	10,7194	4,89233475653771
20051	082079	82079	3,8004000000000002	1,7463828470678
20044	020066	20066	103,8426	10,000131377762678
20026	017133	17133	23,0396	6,39211581516174
20019	015086	15086	4,4734	3,6422073275827103
20003	015157	15157	5,462000000000001	3,86571043218077
19905	093037	93037	32,740700000000004	10,6420525865309
19902	028065	28065	35,7347	7,83031407277623
19844	061094	61094	6,6552	2,7560495558311
19833	074003	74003	132,0224	3,7082293042121
19804	059014	59014	42,135200000000005	13,315249723804001
19777	072015	72015	78,43310000000001	3,57058494204998
19776	064121	64121	40,1417	4,92494206247328
19771	092109	92109	6,4333	3,67069931869468
19710	034032	34032	81,5001	7,20239417444537
19704	063074	63074	7,932	4,54417282334891
19651	006001	6001	33,2973	5,27152009085696
19584	047012	47012	79,1801	8,923890739794789
19582	072017	72017	69,12939999999999	4,0244382693278595
19580	099001	99001	18,1701	8,594266829018
19466	088008	88008	15,376600000000002	3,9371259072931704
19436	029001	29001	113,39	10,07607018485992
19426	058005	58005	75,2351	6,29588939301591
19409	043053	43053	95,11959999999999	5,4621457565556
19378	068041	68041	37,0144	4,44242782394602
19347	015009	15009	6,5635	5,89678302480205
19252	055022	55022	197,9869	10,22414102024334
19234	035012	35012	37,707300000000004	8,14256377165391
19223	017166	17166	26,094499999999996	6,11448620801732
19219	058013	58013	143,0627	4,5974770562261
19115	072031	72031	150,5993	2,9997257667285897
19095	074017	74017	67,0802	3,7883573244716
19057	015059	15059	18,601300000000002	4,37584022846055
19048	001249	1249	12,5519	5,51278928018948
18963	087009	87009	250,8605	3,946515094231
18944	017052	17052	37,9597	4,80195758915456
18939	037060	37060	37,7477	6,53320469073808
18921	058097	58097	48,906499999999994	6,945874157450399
18901	048044	48044	18,8086	4,440174163889901
18861	012127	12127	21,477899999999998	6,59235346734621
18851	058009	58009	18,592200000000002	11,1054346270207
18848	027037	27037	33,2877	10,98637511939242
18832	084033	84033	118,5228	3,8102347029923
18810	080057	80057	32,1216	7,2935494215034
18804	006177	6177	48,4947	3,85905085168245
18797	015098	15098	3,0818	2,7622461157755
18779	100003	100003	30,7731	6,6776976540612
18752	063021	63021	1,5267	1,50456024518694
18719	017078	17078	60,841	5,47330808301912
18701	054027	54027	161,4913	7,65891412471511
18639	001086	1086	17,7331	6,09916008959244
18601	042010	42010	33,3906	6,7095315312085
18591	072037	72037	53,853199999999994	2,4569418652752
18584	063082	63082	23,4998	5,0531384944436
18577	087002	87002	8,706	3,75488436911516
18493	015142	15142	9,8205	3,9467604359384
18484	061015	61015	48,6039	7,5499544695155
18440	037008	37008	120,1868	7,13605877351418
18419	048004	48004	146,365	4,44832190071065
18349	037019	37019	30,9009	6,551169309343741
18339	010059	10059	33,6168	7,85885865344168
18322	001194	1194	40,1465	4,345971309959199
18302	015085	15085	18,687	4,4647252863325795
18270	078029	78029	159,0704	9,03146755543365
18237	103028	103028	36,8916	5,82492774807602
18231	080088	80088	31,860100000000003	10,61938009382533
18218	063052	63052	20,671100000000003	3,7916798985742997
18210	093017	93017	56,3401	7,185718895176819
18127	015140	15140	4,9986	2,46139252239943
18076	087005	87005	14,333499999999999	5,7172650197403
18022	072035	72035	63,0876	2,3225650016511
18007	063026	63026	4,2291	3,06460682170197
17981	001024	1024	6,734400000000001	4,25307056860159
17954	021040	21040	24,108600000000003	2,6243475126267604
17952	072048	72048	15,978800000000001	2,70204207275888
17952	108015	108015	9,9168	5,1509568966198795
17939	063036	63036	2,8802999999999996	1,72363354859944
17933	058114	58114	28,0356	16,0238980147982
17919	012123	12123	30,5055	9,471187251344379
17916	108004	108004	9,2456	5,74135359661515
17914	048005	48005	76,97109999999999	7,85447957030058
17903	016004	16004	31,8098	6,57935728748209
17879	026091	26091	30,5341	13,8278493845552
17878	076048	76048	206,2288	10,222969771595299
17840	063031	63031	13,081600000000002	7,1537499064799
17832	101013	101013	126,6461	9,9793974654145
17789	047002	47002	11,6802	4,62901591898073
17775	012034	12034	8,4003	5,4508060869949
17774	027035	27035	28,051399999999997	8,5213496138472
17744	040045	40045	23,3031	6,785704920996801
17741	089006	89006	158,91129999999998	4,8368395897471
17716	022006	22006	63,2184	5,49555521774564
17694	023083	23083	41,1455	6,05164535240789
17694	077021	77021	67,6576	7,085380553257701
17675	071036	71036	105,23989999999999	2,0024012570167002
