"Veneto","Belluno","Belluno","2050100060","495242930523127401","I39J21001670001","2.321","No","650.000,00","-","650.000,00","14.000,00","A","28/05/2021","Sì","-","97,02082695"
"Veneto","Belluno","Belluno","2050100060","495242930523127401","I31B21001980001","13.000","No","860.000,00","-","860.000,00","31.466,24","B","28/05/2021","Sì","-","97,02082695"
"Lombardia","Milano","Peschiera Borromeo","1030491700","421742930527837001","H21B20000060004","1.270","No","1.000.000,00","-","1.000.000,00","-","C","03/06/2021","Sì","-","97,0178854"
"Lombardia","Milano","Peschiera Borromeo","1030491700","421742930527837001","H25I19000020004","420","No","66.529,85","-","66.529,85","1.524,04","B","03/06/2021","Sì","-","97,0178854"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000490005","4.631","Sì","419.000,00","14.000,00","405.000,00","7.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000480005","6.495","Sì","522.000,00","16.000,00","506.000,00","9.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000500005","4.725","Sì","419.000,00","14.000,00","405.000,00","7.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000460005","4.720","Sì","761.000,00","21.000,00","740.000,00","12.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000450005","15.150","Sì","1.585.000,00","40.000,00","1.545.000,00","20.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000510005","8.250","Sì","697.000,00","20.000,00","677.000,00","12.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Monza e della Brianza","Besana in Brianza","1030490210","402642930511105501","I73D21000470005","10.680","Sì","743.000,00","21.000,00","722.000,00","12.000,00","B","03/06/2021","Sì","-","96,9970525"
"Lombardia","Brescia","Concesio","1030150560","144642930532617302","D48I21000240001","830","No","3.600.000,00","-","3.600.000,00","294.000,00","B","01/06/2021","Sì","-","96,97514207"
