"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J23D20001180001","2.000","No","600.000,00","-","600.000,00","40.260,00","B","01/06/2021","Sì","-","103,32","105.667,61","121.576,02","149.307,27","94.700,63","68.679,88","60.068,58"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J23D20001190001","4.500","No","600.000,00","-","600.000,00","40.260,00","B","01/06/2021","Sì","-","103,32","105.667,61","121.576,02","149.307,27","94.700,63","68.679,88","60.068,58"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J25F20000160001","340","No","600.000,00","-","600.000,00","40.260,00","B","01/06/2021","Sì","-","103,32","105.667,61","121.576,02","149.307,27","94.700,63","68.679,88","60.068,58"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J23D20001150001","1.600","No","800.000,00","-","800.000,00","47.200,00","B","01/06/2021","Sì","-","103,32","140.890,14","156.962,89","201.134,58","127.572,97","92.519,93","80.919,49"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J27H10001660001","3.300","No","1.031.450,00","-","1.031.450,00","56.364,00","B","01/06/2021","Sì","-","103,32","163.045,12","144.413,20","289.994,30","183.933,74","133.394,53","116.669,11"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J24E20004730001","1.600","No","600.000,00","-","600.000,00","40.260,00","B","01/06/2021","Sì","-","103,32","105.667,61","121.576,02","149.307,27","94.700,63","68.679,88","60.068,58"
"Sicilia","Siracusa","Rosolini","5190760160","234042930480645902","J24E20004720001","360","No","750.000,00","-","750.000,00","46.900,00","B","01/06/2021","Sì","-","103,32","140.890,14","141.547,46","187.281,75","118.786,58","86.147,77","75.346,29"
"Sicilia","Palermo","Termini Imerese","5190550680","284942930526933301","E69J21000130002","15.827","Sì","2.800.000,00","71.558,00","2.728.442,00","43.989,55","A","04/06/2021","Sì","-","103,27","-","323.243,56","739.092,79","706.117,25","512.098,45","447.889,95"
"Sicilia","Palermo","Termini Imerese","5190550680","284942930526933301","E67H21000450002","990","Sì","1.100.000,00","40.331,14","1.059.668,86","22.689,15","A","04/06/2021","Sì","-","103,27","-","80.058,11","232.162,63","316.778,23","229.737,55","200.932,34"
"Sicilia","Palermo","Termini Imerese","5190550680","284942930526933301","E67E15000170002","200","Sì","238.174,00","10.617,82","227.556,18","6.941,21","A","04/06/2021","Sì","-","103,27","-","-","55.829,42","72.780,03","52.782,37","46.164,35"
"Sicilia","Palermo","Termini Imerese","5190550680","284942930526933301","E63D21000430002","5.180","Sì","800.000,00","39.042,00","760.958,00","18.471,00","B","04/06/2021","Sì","-","103,27","-","49.624,72","204.814,15","214.669,40","155.685,00","136.164,73"
"Campania","Salerno","Cava de' Tirreni","4150720370","789342930530039601","J77H21002200005","9.100","Sì","8.701.025,81","391.266,42","8.309.759,39","123.318,84","A","25/05/2021","Sì","-","103,23","-","819.710,11","1.938.267,07","2.352.917,52","1.706.409,84","1.492.454,85"
"Campania","Salerno","Cava de' Tirreni","4150720370","789342930530039601","J74E17000050006","1.119","No","1.298.974,19","-","1.298.974,19","-","B","25/05/2021","Sì","-","103,23","3.522,25","262.517,81","413.740,96","262.422,12","190.316,78","166.454,27"
"Campania","Napoli","Vico Equense","4150510860","179842930538524902","I74E21001750001","1.700","No","2.000.000,00","-","2.000.000,00","99.708,52","B","04/06/2021","Sì","-","103,16","70.239,74","255.732,26","550.249,09","476.272,12","345.407,53","302.099,26"
"Campania","Napoli","Vico Equense","4150510860","179842930538524902","I74E21001740001","1.440","No","3.000.000,00","-","3.000.000,00","112.480,22","B","04/06/2021","Sì","-","103,16","79.236,77","380.219,41","762.254,79","753.662,02","546.579,42","478.047,59"
"Campania","Napoli","Sorrento","4150510800","648442930449073502","E17H21002360001","1.500","No","2.000.000,00","-","2.000.000,00","92.000,00","A","04/06/2021","Sì","-","103,13","99.841,52","237.408,65","505.294,21","490.544,75","355.758,49","311.152,38"
"Campania","Napoli","Sorrento","4150510800","648442930449073502","E13D21001030001","450","No","500.000,00","-","500.000,00","29.500,00","B","04/06/2021","Sì","-","103,13","33.411,82","76.727,56","156.158,37","99.046,06","71.831,32","62.824,88"
"Campania","Napoli","Sorrento","4150510800","648442930449073502","E19J21002290001","3.000","No","1.700.000,00","-","1.700.000,00","100.000,00","A","04/06/2021","Sì","-","103,13","138.692,26","209.509,10","459.794,71","378.042,87","274.168,59","239.792,48"
"Campania","Napoli","Sorrento","4150510800","648442930449073502","E17H21002350001","3.500","No","800.000,00","-","800.000,00","42.500,00","B","04/06/2021","Sì","-","103,13","55.598,07","109.855,19","254.167,20","161.209,80","116.914,42","102.255,32"
"Sicilia","Siracusa","Siracusa","5190760170","413042930548763702","B32G20000730006","2.894","No","640.000,00","-","640.000,00","23.765,00","B","04/06/2021","Sì","-","103,12","-","72.452,49","203.297,76","154.373,78","111.956,73","97.919,24"
"Sicilia","Siracusa","Siracusa","5190760170","413042930548763702","B31B20003840001","70.000","No","6.917.166,00","-","6.917.166,00","110.199,63","B","04/06/2021","Sì","-","103,12","-","35.455,48","1.531.417,63","1.980.849,83","1.797.403,57","1.572.039,50"
