"Veneto","Padova","Piove di Sacco","2050540650","177342930462158901","B53J19000110004","1.370","Sì","2.000.000,00","500.000,00","1.500.000,00","-","A","01/06/2021","Sì","-","98,22023792"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21001000003","1.083","Sì","780.000,00","84.363,08","695.636,92","-","A","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000970001","1.080","No","750.000,00","-","750.000,00","-","B","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J53D21001790001","42.000","No","7.000.000,00","-","7.000.000,00","-","A","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000990001","476","No","900.000,00","-","900.000,00","-","B","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000980001","5.485","No","2.500.000,00","-","2.500.000,00","-","A","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J51B21000980001","7.500","No","1.500.000,00","-","1.500.000,00","-","C","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J51B21000960001","2.500","No","5.150.000,00","-","5.150.000,00","-","B","03/06/2021","Sì","-","99,2533868"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J53D21001780001","2.000","No","1.500.000,00","-","1.500.000,00","-","A","03/06/2021","Sì","-","99,2533868"
"Basilicata","Matera","Pisticci","4170470200","299642930524834302","C77H21001560001","30.000","No","1.500.000,00","-","1.500.000,00","175.000,00","B","04/06/2021","Sì, con riserva","Chiarimenti target a pena 
esclusione entro 10 gg da 
pubblicazione","100,1738027"
"Basilicata","Matera","Pisticci","4170470200","299642930524834302","C77H21001580001","220.000","No","250.000,00","-","250.000,00","25.000,00","B","04/06/2021","Sì, con riserva","Chiarimenti target a pena 
esclusione entro 10 gg da 
pubblicazione","100,1738027"
"Basilicata","Matera","Pisticci","4170470200","299642930524834302","C77H21001570001","26.000","No","1.500.000,00","-","1.500.000,00","175.000,00","B","04/06/2021","Sì, con riserva","Chiarimenti target a pena 
esclusione entro 10 gg da 
pubblicazione","100,1738027"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C57E13000220004","509","Sì","1.575.000,00","750.166,71","824.833,29","-","B","03/06/2021","Sì","-","98,92476633"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C53D21001390001","765","No","1.746.700,00","-","1.746.700,00","70.000,00","B","03/06/2021","Sì","-","98,92476633"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C51B21003080001","10.500","No","2.727.700,00","-","2.727.700,00","45.000,00","C","03/06/2021","Sì","-","98,92476633"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C53D21001380001","10.551","No","1.901.200,00","-","1.901.200,00","59.200,00","B","03/06/2021","Sì","-","98,92476633"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C57H21001330001","1.879","No","4.094.700,00","-","4.094.700,00","-","B","03/06/2021","Sì","-","98,92476633"
"Toscana","Pistoia","Pistoia","3090630140","835242930450010401","C53D21001410001","9.550","No","8.703.900,00","-","8.703.900,00","300.000,00","A","03/06/2021","Sì","-","98,92476633"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D51B18001150001","3.600","No","930.000,00","-","930.000,00","-","C","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D51B21001000001","1.400","No","175.000,00","-","175.000,00","-","A","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D57H21001330001","1.150","No","460.000,00","-","460.000,00","-","B","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D57H21001320001","490","No","235.000,00","-","235.000,00","-","B","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D51B19000650004","4.200","No","700.000,00","-","700.000,00","-","A","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D55F16000010006","1.287","No","865.000,00","-","865.000,00","-","B","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D57H21001310001","2.200","No","1.140.000,00","-","1.140.000,00","17.344,48","B","01/06/2021","Sì","-","99,12905648"
"Toscana","Siena","Poggibonsi","3090750220","272242930476204301","D51B21000960001","480","No","200.000,00","-","200.000,00","-","A","01/06/2021","Sì","-","99,12905648"
"Campania","Napoli","Poggiomarino","4150510550","142742930545407002","J39J21003910001","17.500","No","4.800.000,00","-","4.800.000,00","124.800,00","C","04/06/2021","Sì","-","108,1976145"
"Puglia","Bari","Polignano a Mare","4160090340","527542930455826401","G23D21001700001","-","No","5.000.000,00","-","5.000.000,00","150.000,00","B","08/06/2021","No","Inadempiente indicatore (target 
PNRR), comunicato Ministero 
dell'Interno del 25/05/2021","98,47944248"
"Lazio","Roma","Pomezia","3120700780","539842930544496001","G51B21002940001","20.000","No","3.680.000,00","-","3.680.000,00","39.344,70","C","01/06/2021","Sì","-","100,6902765"
"Lazio","Roma","Pomezia","3120700780","539842930544496001","G58I21000420001","1.000","No","2.980.000,00","-","2.980.000,00","83.741,95","B","01/06/2021","Sì","-","100,6902765"
"Lazio","Roma","Pomezia","3120700780","539842930544496001","G53D21001000001","16.340","No","3.340.000,00","-","3.340.000,00","36.735,07","C","01/06/2021","Sì","-","100,6902765"
"Campania","Napoli","Pomigliano d'Arco","4150510570","352042930537324302","F59J21002770001","900","Sì","787.500,20","34.090,48","753.409,72","26.878,73","A","09/06/2021","Sì","-","104,0348106"
"Campania","Napoli","Pomigliano d'Arco","4150510570","352042930537324302","F59J21002780001","2.000","Sì","2.087.295,49","62.539,83","2.024.755,66","63.260,96","A","09/06/2021","Sì","-","104,0348106"
"Campania","Napoli","Pomigliano d'Arco","4150510570","352042930537324302","F58I21001510001","1.500","Sì","2.114.405,80","60.760,98","2.053.644,82","54.319,45","A","09/06/2021","Sì","-","104,0348106"
"Campania","Napoli","Pompei","4150510580","751342930468117401","J61B20001150001","1.107","No","2.980.000,00","-","2.980.000,00","73.013,07","B","27/05/2021","Sì","-","104,4563226"
"Campania","Napoli","Pompei","4150510580","751342930468117401","J67H21002930001","3.725","No","1.000.000,00","-","1.000.000,00","20.071,05","B","27/05/2021","Sì","-","104,4563226"
"Campania","Napoli","Pompei","4150510580","751342930468117401","J62C20000720001","1.554","No","998.780,48","-","998.780,48","37.702,39","B","27/05/2021","Sì","-","104,4563226"
"Toscana","Pisa","Ponsacco","3090620270","295542930538104301","E74E21000680001","990","Sì","4.950.000,00","316.626,03","4.633.373,97","180.963,65","B","01/06/2021","Sì","-","98,30629074"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J81B21001740001","8.000","No","425.000,00","-","425.000,00","22.838,40","C","15/04/2021","Sì","-","98,93178834"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J89H20000050004","4.600","No","300.000,00","-","300.000,00","-","B","15/04/2021","Sì","-","98,93178834"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J88E19000000004","2.000","Sì","3.470.000,00","2.472.946,27","997.053,73","-","B","15/04/2021","Sì","-","98,93178834"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J81D21000020004","1.000","No","950.000,00","-","950.000,00","-","B","15/04/2021","Sì","-","98,93178834"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J89H19000770002","1.160","Sì","1.198.438,70","40.000,00","1.158.438,70","-","B","15/04/2021","Sì","-","98,93178834"
"Toscana","Firenze","Pontassieve","3090300330","944942930538226902","J87H21001840001","3.200","No","300.000,00","-","300.000,00","12.200,00","B","15/04/2021","Sì","-","98,93178834"
"Campania","Salerno","Pontecagnano Faiano","4150720990","295742930524433702","F69J21001180001","50.000","No","5.000.000,00","-","5.000.000,00","100.000,00","B","03/06/2021","Sì, con riserva","Chiarimenti target a pena 
esclusione entro 10 gg da 
pubblicazione","102,752749"
"Toscana","Pisa","Pontedera","3090620280","724342930479595301","B81B21002070001","11.926","No","4.900.000,00","-","4.900.000,00","442.073,93","B","04/06/2021","Sì","-","100,552029"
"Friuli-Venezia Giulia","Pordenone","Porcia","2060930320","656842930475431902","H41B21001070001","1.500","Sì","5.267.044,22","267.044,22","5.000.000,00","267.044,23","B","20/04/2021","Sì","-","96,75623556"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B54E21001760005","1.944","Sì","500.000,00","27.782,29","472.217,71","22.345,57","A","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B51B21001340003","2.200","Sì","6.600.000,00","2.500.000,00","4.100.000,00","190.020,00","C","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B51B21001330001","3.000","Sì","400.000,00","18.690,00","381.310,00","6.130,00","C","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B51B21001350001","4.000","Sì","420.000,00","29.870,00","390.130,00","15.980,00","B","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B59J21002950005","8.284","Sì","12.600.000,00","987.408,96","11.612.591,04","-","A","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B53D21000870005","1.973","Sì","1.936.180,00","76.960,00","1.859.220,00","-","B","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B57H21001170001","3.700","Sì","300.000,00","12.980,00","287.020,00","4.940,00","C","01/06/2021","Sì","-","97,69959568"
"Friuli-Venezia Giulia","Pordenone","Pordenone","2060930330","941142930545872602","B51B21001360005","390","Sì","900.000,00","65.000,00","835.000,00","14.223,27","A","01/06/2021","Sì","-","97,69959568"
"Campania","Napoli","Portici","4150510590","204842930388638301","J77H21002540001","7.150","No","3.357.528,00","-","3.357.528,00","76.128,00","B","04/06/2021","Sì","-","105,7351042"
