"Lazio","Latina","Aprilia","3120400010","486942930508703401","G18I21000870005","3.000","Sì","2.950.000,00","115.460,00","2.834.540,00","71.052,00","A","03/06/2021","Sì","-","101,10","-","328.206,71","767.585,80","736.903,80","534.425,83","467.417,85"
"Lazio","Latina","Aprilia","3120400010","486942930508703401","G11B21003440005","10.000","Sì","200.000,00","12.300,00","187.700,00","22.000,00","A","03/06/2021","Sì","-","101,10","-","8.540,14","71.762,34","45.516,46","33.009,97","28.871,08"
"Lazio","Latina","Aprilia","3120400010","486942930508703401","G11B21003460005","800","Sì","400.000,00","14.500,00","385.500,00","8.700,00","B","03/06/2021","Sì","-","101,10","-","20.194,21","146.322,95","92.807,78","67.307,12","58.867,94"
"Lazio","Latina","Aprilia","3120400010","486942930508703401","G11B21003450005","7.250","Sì","2.500.000,00","85.300,00","2.414.700,00","49.500,00","B","03/06/2021","Sì","-","101,10","-","282.009,77","653.972,80","626.699,69","454.502,34","397.515,42"
"Puglia","Lecce","Casarano","4160410150","772142930460642302","E73D21001170001","3.950","No","1.020.000,00","-","1.020.000,00","19.032,00","B","04/06/2021","Sì","-","101,07","10.566,76","93.859,35","366.732,41","232.606,16","168.693,31","147.542,02"
"Puglia","Lecce","Casarano","4160410150","772142930460642302","E73D21001160001","4.484","No","2.500.000,00","-","2.500.000,00","76.128,00","B","04/06/2021","Sì","-","101,07","70.445,07","286.589,67","858.363,06","544.431,12","394.838,59","345.332,49"
"Puglia","Lecce","Casarano","4160410150","772142930460642302","E77H21002550001","9.000","No","1.480.000,00","-","1.480.000,00","53.289,60","A","04/06/2021","Sì","-","101,07","42.267,04","144.206,04","518.121,20","328.627,03","238.330,67","208.448,02"
"Puglia","Taranto","Manduria","4160780120","349442930542073801","I89J21001020001","25.140","No","5.000.000,00","-","5.000.000,00","449.868,00","B","18/05/2021","Sì","-","101,07","-","770.771,20","1.694.014,29","1.074.456,89","779.229,95","681.527,67"
"Lazio","Roma","Marino","3120700560","643742930542962201","I13D21000140001","3.776","No","280.000,00","-","280.000,00","15.000,00","B","31/05/2021","Sì","-","101,06","197.246,20","25.513,70","22.927,48","14.542,14","10.546,41","9.224,07"
"Lazio","Roma","Marino","3120700560","643742930542962201","I15F21000130001","520","No","100.000,00","-","100.000,00","-","B","31/05/2021","Sì","-","101,06","70.445,07","9.112,04","8.188,39","5.193,62","3.766,58","3.294,31"
"Lazio","Roma","Marino","3120700560","643742930542962201","I14E20001300004","7.500","No","500.000,00","-","500.000,00","45.000,00","C","31/05/2021","Sì","-","101,06","352.225,36","45.560,18","40.941,93","25.968,10","18.832,88","16.471,56"
"Lazio","Roma","Marino","3120700560","643742930542962201","I11B21001060001","2.000","No","2.200.000,00","-","2.200.000,00","200.000,00","C","31/05/2021","Sì","-","101,06","1.549.791,57","200.464,77","180.144,47","114.259,64","82.864,69","72.474,86"
"Lazio","Roma","Marino","3120700560","643742930542962201","I13D21000170001","1.000","No","1.800.000,00","-","1.800.000,00","90.000,00","B","31/05/2021","Sì","-","101,06","1.268.011,28","164.016,63","147.390,93","93.485,16","67.798,38","59.297,61"
"Puglia","Foggia","San Giovanni Rotondo","4160310440","314742930457973501","F29J21002760001","41.311","Sì","5.110.000,00","110.000,00","5.000.000,00","28.015,75","B","03/06/2021","Sì","-","101,05","-","616.616,96","1.755.760,65","1.113.620,55","807.632,67","706.369,17"
"Lazio","Roma","Roma","3120700900","928842930532139901","J87B20002720004","592","No","1.061.367,38","-","1.061.367,38","30.000,00","B","04/06/2021","Sì","-","101,03","128.135,36","149.065,50","314.097,29","199.221,46","144.481,67","126.366,11"
"Lazio","Roma","Roma","3120700900","928842930532139901","J89F19000860004","38.000","No","1.410.000,00","-","1.410.000,00","-","B","04/06/2021","Sì","-","101,03","165.545,92","202.544,51","417.336,06","264.702,38","191.970,49","167.900,64"
"Lazio","Roma","Roma","3120700900","928842930532139901","J83B19000920004","200.000","No","1.016.190,00","-","1.016.190,00","16.215,00","B","04/06/2021","Sì","-","101,03","357.927,88","202.947,79","182.375,80","115.674,90","83.891,08","73.372,55"
"Lazio","Roma","Roma","3120700900","928842930532139901","J89F19000870004","30.000","No","935.000,00","-","935.000,00","-","B","04/06/2021","Sì","-","101,03","109.776,67","134.311,30","276.744,27","175.529,68","127.299,65","111.338,42"
"Lazio","Roma","Roma","3120700900","928842930532139901","J84E20001170004","985","No","150.040,00","-","150.040,00","8.000,00","A","04/06/2021","Sì","-","101,03","52.847,89","29.965,15","26.927,70","17.079,35","12.386,48","10.833,42"
"Lazio","Roma","Roma","3120700900","928842930532139901","J82G20001410004","6.000","No","3.250.000,00","-","3.250.000,00","-","B","04/06/2021","Sì","-","101,03","381.577,00","466.857,66","961.945,12","610.129,78","442.485,32","387.005,13"
"Lazio","Roma","Roma","3120700900","928842930532139901","J88E18001120004","531","No","740.000,00","-","740.000,00","-","B","04/06/2021","Sì","-","101,03","86.879,91","106.300,17","219.028,29","138.922,36","100.750,87","88.118,41"
"Lazio","Roma","Roma","3120700900","928842930532139901","J85B20000020004","25.000","No","1.000.000,00","-","1.000.000,00","-","B","04/06/2021","Sì","-","101,03","117.408,69","143.648,72","295.982,88","187.732,09","136.149,22","119.078,41"
"Lazio","Roma","Roma","3120700900","928842930532139901","J81I19000040004","498","No","755.625,00","-","755.625,00","15.000,00","B","04/06/2021","Sì","-","101,03","265.938,60","150.974,47","135.670,80","86.051,47","62.407,24","54.582,42"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E89G19000150002","450","No","350.000,00","-","350.000,00","20.000,00","B","04/06/2021","Sì","-","100,98","14.089,01","103.564,21","93.066,32","59.028,87","42.809,59","37.441,99"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E85H18000350001","2.800","No","1.207.560,00","-","1.207.560,00","75.000,00","B","04/06/2021","Sì","-","100,98","52.833,80","356.011,88","319.924,40","202.917,40","147.162,08","128.710,44"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E85H18000340001","350","No","1.000.000,00","-","1.000.000,00","50.000,00","B","04/06/2021","Sì","-","100,98","35.222,54","297.449,07","267.297,87","169.538,14","122.954,40","107.537,99"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E89G19000160002","300","No","300.000,00","-","300.000,00","18.000,00","B","04/06/2021","Sì","-","100,98","12.680,11","88.583,16","79.603,84","50.490,07","36.616,99","32.025,83"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E87H19002700001","260","No","149.772,00","-","149.772,00","9.759,00","B","04/06/2021","Sì","-","100,98","6.874,73","44.056,44","39.590,62","25.111,01","18.211,29","15.927,91"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E81D19000000001","300","No","250.000,00","-","250.000,00","12.000,00","B","04/06/2021","Sì","-","100,98","8.453,41","74.470,86","66.922,05","42.446,43","30.783,49","26.923,76"
"Sicilia","Agrigento","Sciacca","5190010400","316642930469409301","E87E19000020002","160","No","200.000,00","-","200.000,00","15.000,00","B","04/06/2021","Sì","-","100,98","10.566,76","58.403,87","52.483,71","33.288,67","24.141,99","21.114,99"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21002050009","3.000","No","681.955,00","-","681.955,00","20.000,00","B","09/06/2021","Sì","-","100,98","70.445,07","117.020,00","198.067,55","125.627,66","91.109,13","79.685,58"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21002190009","2.000","No","160.000,00","-","160.000,00","10.000,00","A","09/06/2021","Sì, con riserva","Chiarimenti target a pena 
esclusione entro 10 gg da 
pubblicazione","100,98","42.267,04","36.298,07","32.618,68","20.688,94","15.004,27","13.122,99"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21002160009","600","No","320.000,00","-","320.000,00","6.000,00","B","09/06/2021","Sì","-","100,98","70.445,07","76.939,90","69.140,81","43.853,72","31.804,10","27.816,40"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21000810009","3.000","No","220.000,00","-","220.000,00","6.000,00","B","09/06/2021","Sì","-","100,98","21.133,52","61.312,22","55.097,25","34.946,35","25.344,19","22.166,46"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21002170009","200","No","260.000,00","-","260.000,00","15.000,00","B","09/06/2021","Sì","-","100,98","70.445,07","58.441,39","52.517,42","33.310,05","24.157,50","21.128,56"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21002230009","1.000","No","1.050.000,00","-","1.050.000,00","30.000,00","B","09/06/2021","Sì","-","100,98","176.112,68","146.103,48","291.513,25","184.897,15","134.093,23","117.280,21"
"Campania","Caserta","Caserta","4150200220","178542930476543901","D27H21000790009","2.000","No","308.520,00","-","308.520,00","9.000,00","B","09/06/2021","Sì","-","100,98","49.311,55","79.916,16","71.815,39","45.550,11","33.034,37","28.892,42"
