"Sicilia","Ragusa","Comiso","5190650030","218642930516546502","H51B21000630001","6.000","No","1.500.000,00","-","1.500.000,00","41.187,77","A","04/06/2021","Sì","-","101,52","35.222,54","143.294,83","529.318,83","335.729,32","243.481,47","212.953,00"
"Sicilia","Ragusa","Comiso","5190650030","218642930516546502","H53D21000060001","17.229","No","3.500.000,00","-","3.500.000,00","387.997,28","A","04/06/2021","Sì","-","101,52","176.112,68","254.011,45","829.087,16","949.675,40","688.734,49","602.378,81"
"Campania","Caserta","Sessa Aurunca","4150200880","116642930539090401","G59J14001810004","25.000","Sì","5.315.000,00","315.000,00","5.000.000,00","150.000,00","B","09/06/2021","Sì","-","101,51","-","565.746,06","1.309.497,11","1.190.811,49","1.031.648,31","902.297,03"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I37H21001980001","2.400","No","1.300.000,00","-","1.300.000,00","91.000,00","A","07/06/2021","Sì","-","101,51","-","120.240,31","368.409,03","343.860,97","249.378,80","218.110,90"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I33D21001010001","350","No","150.000,00","-","150.000,00","10.500,00","B","07/06/2021","Sì","-","101,51","-","46.246,27","41.558,47","26.359,16","19.116,49","16.719,61"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I35F21000690001","1.500","No","700.000,00","-","700.000,00","49.000,00","A","07/06/2021","Sì","-","101,51","-","64.744,78","198.374,09","185.155,91","134.280,89","117.444,33"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I33D21000970001","25.000","No","2.200.000,00","-","2.200.000,00","154.000,00","B","07/06/2021","Sì","-","101,51","-","203.483,60","623.461,43","581.918,56","422.025,65","369.110,76"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I37H21001950001","1.700","No","650.000,00","-","650.000,00","45.500,00","A","07/06/2021","Sì","-","101,51","-","60.120,15","184.204,51","171.930,48","124.689,40","109.055,45"
"Campania","Salerno","Mercato San Severino","4150720670","807642930526525601","J17H21001330001","6.200","No","1.997.148,70","-","1.997.148,70","63.822,26","A","01/06/2021","Sì","-","101,49","44.959,64","363.452,07","636.367,36","403.626,64","292.722,74","256.020,25"
"Campania","Salerno","Mercato San Severino","4150720670","807642930526525601","J17H21001280001","3.500","No","2.999.285,50","-","2.999.285,50","68.866,59","A","01/06/2021","Sì","-","101,49","176.112,68","616.119,71","884.033,40","560.712,96","406.646,69","355.660,06"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G43D21001960005","1.000","Sì","600.000,00","65.308,82","534.691,18","53.428,27","B","09/06/2021","Sì","-","101,47","-","0,00","21.400,65","104.693,52","190.617,14","217.979,87"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G45F21000640005","1.107","Sì","3.450.000,00","241.494,89","3.208.505,11","154.787,87","B","09/06/2021","Sì","-","101,47","-","-","62.000,16","611.472,20","1.163.606,03","1.371.426,72"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G43D21001920005","2.900","Sì","600.000,00","36.851,45","563.148,55","30.382,90","B","09/06/2021","Sì","-","101,47","-","0,00","12.169,85","109.434,05","207.391,18","234.153,48"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G43D21001970005","95.300","Sì","1.600.000,00","83.265,91","1.516.734,09","61.846,68","B","09/06/2021","Sì","-","101,47","-","0,00","24.772,64","291.190,92","557.918,33","642.852,20"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G45F21000650005","5.900","Sì","8.600.000,00","493.795,01","8.106.204,99","326.713,46","B","09/06/2021","Sì","-","101,47","-","0,00","130.864,82","1.566.348,73","3.003.013,56","3.405.977,88"
"Sardegna","Sud Sardegna","Carbonia","5200170120","183042930517930602","G41B21003930005","1.380","Sì","1.700.000,00","136.607,17","1.563.392,83","61.842,82","B","09/06/2021","Sì","-","101,47","-","0,00","24.771,09","299.666,20","574.733,72","664.221,82"
"Campania","Caserta","San Nicola la Strada","4150200780","323742930456266901","D43D21002350001","6.500","No","4.985.000,00","-","4.985.000,00","105.315,55","B","04/06/2021","Sì","-","101,41","231.203,41","361.372,15","755.376,55","1.117.615,20","1.343.972,05","1.175.460,64"
"Puglia","Bari","Bari","4160090060","289742930530455002","J91B21001170001","117.500","Sì","14.945.000,00","3.500.000,00","11.445.000,00","131.500,00","B","07/06/2021","Sì","-","101,40","-","-","869.792,63","2.882.652,06","4.103.534,64","3.589.020,67"
"Puglia","Bari","Bari","4160090060","289742930530455002","J91B21001180001","6.000","No","2.250.000,00","-","2.250.000,00","75.000,00","B","07/06/2021","Sì","-","101,40","-","-","200.274,61","444.887,28","856.088,59","748.749,53"
"Puglia","Bari","Bari","4160090060","289742930530455002","J91B21001190001","12.000","No","2.100.000,00","-","2.100.000,00","70.000,00","C","07/06/2021","Sì","-","101,40","-","-","200.274,61","423.696,63","787.376,23","688.652,54"
"Puglia","Bari","Bari","4160090060","289742930530455002","J97H21001830005","12.000","Sì","4.500.000,00","295.000,00","4.205.000,00","150.000,00","B","07/06/2021","Sì","-","101,40","496.637,75","372.548,33","735.333,83","1.102.117,29","799.290,15","699.072,66"
"Lazio","Latina","Gaeta","3120400090","158042930463092601","B95F21000340001","25.576","No","5.000.000,00","-","5.000.000,00","55.000,00","A","25/05/2021","Sì","-","101,40","140.890,14","634.841,03","1.692.027,57","1.073.196,78","778.316,08","680.728,39"
"Sardegna","Cagliari","Quartu Sant'Elena","5200170510","682842930526003901","E89G19000320004","2.700","No","490.472,62","-","490.472,62","9.076,37","B","04/06/2021","Sì","-","101,39","345.513,79","44.692,04","40.161,79","25.473,28","18.474,03","16.157,70"
"Sardegna","Cagliari","Quartu Sant'Elena","5200170510","682842930526003901","E81B17000100004","2.000","No","690.000,00","-","690.000,00","20.238,28","A","04/06/2021","Sì","-","101,39","-","212.732,85","191.168,98","121.252,12","87.935,86","76.910,18"
"Sardegna","Cagliari","Quartu Sant'Elena","5200170510","682842930526003901","E89J21003460004","2.400","No","400.000,00","-","400.000,00","12.311,82","B","04/06/2021","Sì","-","101,39","281.780,28","36.448,14","32.753,54","20.774,48","15.066,31","13.177,25"
"Puglia","Foggia","Lucera","4160310270","778842929946433101","F23D21001240001","900","No","470.000,00","-","470.000,00","-","B","31/05/2021","Sì","-","101,36","49.311,55","68.040,12","141.253,01","89.592,09","64.975,00","56.828,23"
"Puglia","Foggia","Lucera","4160310270","778842929946433101","F21B21001550001","13.700","No","1.150.000,00","-","1.150.000,00","102.586,14","B","31/05/2021","Sì","-","101,36","81.011,83","223.211,69","338.775,11","214.873,78","155.833,23","136.294,37"
"Puglia","Foggia","Lucera","4160310270","778842929946433101","F27H21002180001","729","No","400.000,00","-","400.000,00","13.959,47","B","31/05/2021","Sì","-","101,36","9.833,76","93.764,54","118.723,47","75.302,35","54.611,63","47.764,26"
"Puglia","Foggia","Lucera","4160310270","778842929946433101","F23D21001140001","11.850","No","1.500.000,00","-","1.500.000,00","87.245,00","B","31/05/2021","Sì","-","101,36","61.459,80","171.285,46","436.861,90","351.931,28","255.231,64","223.229,90"
"Toscana","Pistoia","Montecatini-Terme","3090630110","579342930530210801","B28I21000640001","34.260","No","2.000.000,00","-","2.000.000,00","184.173,84","B","08/06/2021","Sì","-","101,35","-","-","25.721,35","289.784,45","554.370,66","1.130.123,54"
"Toscana","Pistoia","Montecatini-Terme","3090630110","579342930530210801","B28I21000630001","14.255","No","2.500.000,00","-","2.500.000,00","221.198,99","B","08/06/2021","Sì","-","101,35","-","-","30.831,43","361.858,82","693.279,81","1.414.029,93"
"Toscana","Pistoia","Montecatini-Terme","3090630110","579342930530210801","B28I21000650001","19.045","No","500.000,00","-","500.000,00","59.737,76","B","08/06/2021","Sì","-","101,35","-","-","8.720,39","73.090,93","138.043,69","280.144,99"
"Sicilia","Ragusa","Pozzallo","5190650080","409542930472605301","C13D21001650005","160","No","800.000,00","-","800.000,00","38.261,00","B","28/05/2021","Sì","-","101,32","67.226,44","162.849,95","228.282,46","144.791,97","105.007,69","91.841,50"
"Sicilia","Ragusa","Pozzallo","5190650080","409542930472605301","C13D21001660005","650","No","1.900.000,00","-","1.900.000,00","41.264,00","B","28/05/2021","Sì","-","101,32","73.186,79","441.098,55","555.046,92","352.047,79","255.316,14","223.303,81"
"Sicilia","Ragusa","Pozzallo","5190650080","409542930472605301","C19J21028370005","400","No","1.000.000,00","-","1.000.000,00","28.967,00","C","28/05/2021","Sì","-","101,32","82.265,75","257.170,35","264.588,35","167.819,59","121.708,05","106.447,91"
"Lazio","Latina","Minturno","3120400140","798742930289645702","F53D21001690005","58.050","Sì","5.970.000,00","1.000.000,00","4.970.000,00","380.640,00","A","04/06/2021","Sì","-","101,31","-","138.738,82","733.510,23","889.054,14","1.178.212,37","2.030.484,43"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D14E21000650001","1.700","Sì","1.400.000,00","900.000,00","500.000,00","60.902,40","A","03/06/2021","Sì","-","101,30","-","-","-","169.525,20","176.289,25","154.185,55"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D17H21001660001","2.500","Sì","600.000,00","25.376,00","574.624,00","17.763,20","B","03/06/2021","Sì","-","101,30","-","-","69.945,51","129.126,71","200.335,22","175.216,57"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D17H21001740001","1.000","Sì","1.100.000,00","53.289,60","1.046.710,40","71.052,80","B","03/06/2021","Sì","-","101,30","-","-","218.984,42","266.038,43","299.627,91","262.059,63"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D17H21001650001","2.900","Sì","200.000,00","7.612,80","192.387,20","6.978,40","A","03/06/2021","Sì","-","101,30","-","-","37.005,62","65.852,73","47.758,48","41.770,37"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D11B21001780001","1.800","Sì","306.000,00","14.844,96","291.155,04","11.419,20","C","03/06/2021","Sì","-","101,30","-","-","34.108,78","108.939,55","79.006,39","69.100,32"
"Lazio","Roma","Albano Laziale","3120700030","673742930533903301","D17H21001750001","2.000","Sì","2.500.000,00","108.254,02","2.391.745,98","131.704,44","B","03/06/2021","Sì","-","101,30","-","-","156.913,55","523.338,05","912.983,56","798.510,83"
"Lazio","Frosinone","Alatri","3120330030","419742930510455002","G53D21001030001","14.000","No","319.701,94","-","319.701,94","26.400,25","A","04/06/2021","Sì","-","101,29","-","58.578,61","104.592,75","66.339,70","48.111,64","42.079,25"
"Lazio","Frosinone","Alatri","3120330030","419742930510455002","G53D21001020001","2.800","No","480.000,00","-","480.000,00","48.848,80","B","04/06/2021","Sì","-","101,29","-","-","192.263,62","121.946,42","88.439,38","77.350,58"
"Lazio","Frosinone","Alatri","3120330030","419742930510455002","G51B21002970001","13.000","No","3.413.798,06","-","3.413.798,06","411.585,89","A","04/06/2021","Sì","-","101,29","-","285.185,34","608.760,57","788.738,93","923.449,07","807.664,15"
"Lazio","Frosinone","Alatri","3120330030","419742930510455002","G53D21001040001","13.000","No","786.500,00","-","786.500,00","83.016,22","A","04/06/2021","Sì","-","101,29","-","242.484,62","217.904,94","138.209,85","100.234,13","87.666,46"
"Lazio","Roma","Palestrina","3120700730","359642930474938401","H97H21001600001","1.000","No","800.000,00","-","800.000,00","82.000,00","B","03/06/2021","Sì","-","101,26","57.764,96","161.626,11","232.562,45","147.506,63","106.976,45","93.563,41"
"Lazio","Roma","Palestrina","3120700730","359642930474938401","H97H21001560001","3.750","No","600.000,00","-","600.000,00","63.000,00","A","03/06/2021","Sì","-","101,26","44.380,39","129.063,97","170.856,52","108.368,61","78.592,32","68.738,17"
