"Marche","Ancona","Falconara Marittima","3110030180","999842928912241201","D13D21000890005","2.965","Sì","5.100.000,00","315.000,00","4.785.000,00","207.000,00","B","27/05/2021","Sì","-","98,38161343"
"Veneto","Vicenza","Bassano del Grappa","2050900120","621342930460442702","I71H19000020006","1.100","No","550.000,00","-","550.000,00","20.000,00","B","03/06/2021","Sì","-","98,35369634"
"Veneto","Vicenza","Bassano del Grappa","2050900120","621342930460442702","I79I18000010004","97","No","180.000,00","-","180.000,00","17.000,00","B","03/06/2021","Sì","-","98,35369634"
"Lombardia","Como","Erba","1030240890","287142930546935102","F35F21000630001","3.650","No","5.000.000,00","-","5.000.000,00","159.000,00","B","03/06/2021","Sì","-","98,33912276"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G94E21001020001","1.100","No","150.000,00","-","150.000,00","5.000,00","B","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G94E21001010001","3.500","No","541.000,00","-","541.000,00","36.600,00","A","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G94E21001060001","6.000","No","400.000,00","-","400.000,00","31.720,00","B","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G94E21001000001","400","No","862.000,00","-","862.000,00","36.600,00","A","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G91B21003080001","1.200","No","990.000,00","-","990.000,00","50.000,00","A","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G94E21001070001","2.100","No","400.000,00","-","400.000,00","42.700,00","B","01/06/2021","Sì","-","98,32935187"
"Veneto","Verona","Cerea","2050890250","603042930517800901","G97H21002110001","4.110","No","150.000,00","-","150.000,00","12.200,00","B","01/06/2021","Sì","-","98,32935187"
"Lombardia","Varese","Tradate","1030861090","154142930537343902","C68I21000260001","5.305","No","5.000.000,00","-","5.000.000,00","312.124,00","B","27/05/2021","Sì","-","98,32088818"
