"Veneto","Venezia","Venezia","2050870420","297442930464887802","F71D19000030004","2.500","No","1.800.000,00","-","1.800.000,00","125.000,00","A","04/06/2021","Sì","-","97,86706788"
"Veneto","Venezia","Venezia","2050870420","297442930464887802","F73D21002180001","2.200","No","500.000,00","-","500.000,00","37.500,00","B","04/06/2021","Sì","-","97,86706788"
"Liguria","Imperia","Ventimiglia","1070370610","605642930462346002","H39D20003910006","5.000","Sì","16.500.000,00","11.500.000,00","5.000.000,00","900.848,00","A","04/06/2021","Sì","-","102,0476465"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F53D21001360005","682","Sì","665.000,00","53.407,13","611.592,87","45.762,53","A","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H21002050001","878","Sì","1.130.000,00","77.830,56","1.052.169,44","58.897,71","B","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F51B20000810001","14.023","Sì","3.910.000,00","249.153,69","3.660.846,31","-","C","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F51B20000820001","13.530","Sì","2.000.000,00","132.861,86","1.867.138,14","-","C","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F53D20001870005","340","Sì","521.380,00","44.961,69","476.418,31","37.289,87","A","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H20004040005","10.940","Sì","1.800.000,00","63.543,46","1.736.456,54","69.318,40","B","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H21002040001","636","Sì","5.000.000,00","452.527,94","4.547.472,06","-","A","04/06/2021","Sì","-","99,25231659"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H20004050001","6.400","Sì","5.300.000,00","146.161,00","5.153.839,00","160.612,29","B","04/06/2021","Sì","-","99,25231659"
"Piemonte","Vercelli","Vercelli","1010881560","136642930529692001","E67H19001650002","5.400","No","500.000,00","-","500.000,00","-","C","28/05/2021","Sì","-","99,8982332"
