"Calabria","Cosenza","Rende","4180251030","472942930480232901","E27H21001150001","1.800","No","800.000,00","-","800.000,00","26.200,00","A","01/06/2021","Sì","-","99,37","18.456,61","187.372,44","237.994,71","150.952,12","109.475,23","95.748,89"
"Calabria","Cosenza","Rende","4180251030","472942930480232901","E27H21001870001","200","No","135.000,00","-","135.000,00","8.850,00","B","01/06/2021","Sì","-","99,37","6.234,39","31.920,91","38.791,07","24.603,89","17.843,51","15.606,24"
"Calabria","Cosenza","Rende","4180251030","472942930480232901","E27H21001850001","900","No","1.000.000,00","-","1.000.000,00","30.100,00","A","01/06/2021","Sì","-","99,37","21.203,97","241.965,44","295.136,92","187.195,53","135.760,09","118.738,06"
"Calabria","Cosenza","Rende","4180251030","472942930480232901","E23D21001030001","1.400","No","500.000,00","-","500.000,00","17.250,00","B","01/06/2021","Sì","-","99,37","12.151,77","120.640,56","147.084,74","93.290,96","67.657,54","59.174,43"
"Abruzzo","Teramo","Teramo","4130790400","453242930549785802","D43D21001950001","4.923","Sì","10.086.960,00","317.200,00","9.769.760,00","549.897,92","B","03/06/2021","Sì","-","99,37","-","169.538,19","1.798.582,45","2.882.623,23","2.624.011,43","2.295.004,69"
"Abruzzo","Teramo","Teramo","4130790400","453242930549785802","D41B21001240001","375","Sì","1.927.256,00","63.440,00","1.863.816,00","79.300,00","B","03/06/2021","Sì","-","99,37","-","24.448,86","379.363,82","618.768,40","448.750,32","392.484,60"
"Abruzzo","Teramo","Teramo","4130790400","453242930549785802","D43D21001940001","2.950","Sì","11.660.000,00","4.000.000,00","7.660.000,00","714.640,22","B","03/06/2021","Sì","-","99,37","-","-","774.483,98","2.706.264,75","2.229.389,54","1.949.861,73"
"Toscana","Firenze","Scandicci","3090300410","447342930545466902","G71B21004430009","20.000","Sì","12.500.000,00","2.500.000,00","10.000.000,00","310.000,00","B","21/05/2021","Sì","-","99,37","-","-","200.274,61","1.822.279,55","3.988.786,14","3.988.659,70"
"Lazio","Viterbo","Tarquinia","3120910490","128642930463054502","D87H21001890001","6.200","No","3.000.000,00","-","3.000.000,00","106.740,40","B","04/06/2021","Sì","-","99,36","704.450,71","707.737,31","635.996,85","403.391,63","292.552,31","255.871,19"
"Lazio","Viterbo","Tarquinia","3120910490","128642930463054502","D87H21001910001","2.700","No","1.000.000,00","-","1.000.000,00","43.543,21","B","04/06/2021","Sì","-","99,36","352.225,36","199.714,42","179.470,17","113.831,96","82.554,52","72.203,58"
"Lazio","Viterbo","Tarquinia","3120910490","128642930463054502","D87H21001870001","8.200","No","1.000.000,00","-","1.000.000,00","43.543,21","B","04/06/2021","Sì","-","99,36","352.225,36","199.714,42","179.470,17","113.831,96","82.554,52","72.203,58"
"Molise","Campobasso","Termoli","4140190780","945442930461182102","G31B21003250005","44.582","Sì","14.598.475,00","9.598.475,00","5.000.000,00","212.218,80","B","04/06/2021","Sì","-","99,34","-","-","-","2.119.065,04","1.536.812,66","1.344.122,30"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C61B17001130006","1.725","No","130.000,00","-","130.000,00","10.000,00","B","03/06/2021","Sì","-","99,33","91.578,59","11.845,65","10.644,90","6.751,71","4.896,55","4.282,61"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C69J19000410004","10.700","No","2.000.000,00","-","2.000.000,00","80.000,00","B","03/06/2021","Sì","-","99,33","352.225,36","508.022,90","456.526,67","289.559,68","209.997,79","183.667,61"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C61B21004190004","1.000","No","500.000,00","-","500.000,00","25.000,00","B","03/06/2021","Sì","-","99,33","-","154.154,24","138.528,25","87.863,86","63.721,64","55.732,02"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C61B21004130004","300","No","70.000,00","-","70.000,00","5.000,00","B","03/06/2021","Sì","-","99,33","-","21.581,59","19.393,95","12.300,94","8.921,03","7.802,48"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C65D19000220004","1.600","Sì","4.000.000,00","500.000,00","3.500.000,00","200.000,00","B","03/06/2021","Sì","-","99,33","-","354.554,75","919.438,80","943.410,49","684.190,98","598.404,98"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C65C19000710004","1.800","No","4.500.000,00","-","4.500.000,00","300.000,00","B","03/06/2021","Sì","-","99,33","105.667,61","321.976,53","890.162,90","1.200.320,22","1.057.214,82","924.657,93"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C61B19000480004","1.500","No","450.000,00","-","450.000,00","20.000,00","B","03/06/2021","Sì","-","99,33","317.002,82","41.004,16","36.847,73","23.371,29","16.949,60","14.824,40"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C65C19000720004","1.500","Sì","2.000.000,00","500.000,00","1.500.000,00","100.000,00","B","03/06/2021","Sì","-","99,33","-","-","400.549,22","465.961,54","337.929,98","295.559,26"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C61B19000470004","2.750","No","1.000.000,00","-","1.000.000,00","40.000,00","B","03/06/2021","Sì","-","99,33","211.335,21","243.152,04","218.504,70","138.590,26","100.510,02","87.907,76"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C66J20001810004","1.200","Sì","1.850.000,00","350.000,00","1.500.000,00","100.000,00","B","03/06/2021","Sì","-","99,33","-","-","300.411,91","508.401,04","368.708,43","322.478,62"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C65E20001060004","2.500","Sì","1.500.000,00","350.000,00","1.150.000,00","70.000,00","B","03/06/2021","Sì","-","99,33","-","-","300.411,91","360.066,48","261.131,55","228.390,06"
"Emilia-Romagna","Forlì-Cesena","Forlì","2080320110","287942930465536202","C64E19000270004","4.000","Sì","4.000.000,00","300.000,00","3.700.000,00","150.000,00","B","03/06/2021","Sì","-","99,33","-","400.801,02","960.997,27","990.960,30","718.675,60","628.565,81"
"Piemonte","Alessandria","Acqui Terme","1010020010","668242930533365502","B19J21002250001","6.300","No","819.500,00","-","819.500,00","74.391,00","B","03/06/2021","Sì","-","99,33","52.404,79","236.501,96","212.528,71","134.799,89","97.761,12","85.503,53"
"Piemonte","Alessandria","Acqui Terme","1010020010","668242930533365502","B19J21002260001","3.860","No","600.000,00","-","600.000,00","69.541,00","B","03/06/2021","Sì","-","99,33","48.988,21","169.881,61","152.661,40","96.828,04","70.222,75","61.418,00"
"Piemonte","Alessandria","Acqui Terme","1010020010","668242930533365502","B14E21002700001","995","No","1.500.000,00","-","1.500.000,00","259.352,00","B","03/06/2021","Sì","-","99,33","182.700,70","406.134,54","364.966,33","231.486,00","167.880,93","146.831,50"
"Piemonte","Alessandria","Acqui Terme","1010020010","668242930533365502","B14E21002690001","1.100","No","2.080.000,00","-","2.080.000,00","296.421,00","B","03/06/2021","Sì","-","99,33","208.813,98","576.902,52","518.424,24","328.819,25","238.470,07","208.569,95"
"Toscana","Firenze","Sesto Fiorentino","3090300430","852542930524117702","B91B21001070001","2.500","No","325.000,00","-","325.000,00","-","C","24/05/2021","Sì","-","99,33","1.785,61","99.649,74","89.548,65","56.797,73","41.191,50","36.026,78"
"Lombardia","Monza e della Brianza","Limbiate","1030491200","217842930542664701","E83D21001320005","2.800","Sì","8.500.000,00","3.500.000,00","5.000.000,00","200.000,00","B","03/06/2021","Sì","-","99,32","-","-","-","423.813,01","1.374.247,19","3.201.939,80"
"Emilia-Romagna","Modena","Modena","2080500230","919642928043962401","D93D21003370005","8.100","Sì","13.081.755,87","1.881.755,87","11.200.000,00","115.900,00","A","28/05/2021","Sì","-","99,31","-","-","848.461,03","1.809.589,62","3.446.140,67","5.095.808,68"
