"Emilia-Romagna","Modena","Modena","2080500230","919642928043962401","D93D21003360005","1.355","Sì","2.698.560,00","698.560,00","2.000.000,00","42.700,00","A","28/05/2021","Sì","-","99,31","-","92.936,51","484.065,13","603.085,22","437.376,38","382.536,77"
"Emilia-Romagna","Modena","Modena","2080500230","919642928043962401","D93D21003350005","2.723","Sì","9.250.564,70","2.450.564,70","6.800.000,00","-","A","28/05/2021","Sì","-","99,31","-","123.184,13","1.312.345,11","2.103.815,85","1.739.371,36","1.521.283,55"
"Toscana","Pistoia","Monsummano Terme","3090630090","926142929531151402","E93D21001410001","12.130","No","2.100.000,00","-","2.100.000,00","-","B","01/06/2021","Sì","-","99,31","-","647.447,81","581.818,64","369.028,20","267.630,87","234.074,48"
"Toscana","Pistoia","Monsummano Terme","3090630090","926142929531151402","E92C21001000001","1.580","No","700.000,00","-","700.000,00","-","A","01/06/2021","Sì","-","99,31","493.115,50","63.784,25","57.318,70","36.355,34","26.366,04","23.060,18"
"Toscana","Pistoia","Monsummano Terme","3090630090","926142929531151402","E97H21001960001","4.650","No","680.000,00","-","680.000,00","-","B","01/06/2021","Sì","-","99,31","479.026,48","61.961,84","55.681,02","35.316,62","25.612,72","22.401,32"
"Toscana","Arezzo","Montevarchi","3090050260","458842930456663701","E71B21002060005","24.238","Sì","1.808.957,26","54.158,42","1.754.798,84","63.184,82","A","01/06/2021","Sì","-","99,31","-","25.923,26","577.277,05","488.062,44","353.958,24","309.577,85"
"Toscana","Arezzo","Montevarchi","3090050260","458842930456663701","E71B08000300002","5.980","Sì","3.264.000,00","563.798,84","2.700.201,16","263.353,80","C","01/06/2021","Sì","-","99,31","-","27.439,81","416.876,14","679.408,36","840.959,48","735.517,36"
"Emilia-Romagna","Modena","Maranello","2080500190","323042929488733102","F57H21001250001","87","No","125.000,00","-","125.000,00","12.500,00","B","28/05/2021","Sì","-","99,29","-","-","40.054,92","36.000,83","26.108,93","22.835,31"
"Emilia-Romagna","Modena","Maranello","2080500190","323042929488733102","F51B21000840001","3.000","No","900.000,00","-","900.000,00","90.000,00","C","28/05/2021","Sì","-","99,29","-","-","108.148,29","202.095,96","314.600,68","275.155,07"
"Emilia-Romagna","Modena","Maranello","2080500190","323042929488733102","F57H21001260001","284","No","370.000,00","-","370.000,00","37.000,00","A","28/05/2021","Sì","-","99,29","-","57.037,07","125.357,06","79.509,81","57.663,02","50.433,05"
"Emilia-Romagna","Rimini","Rimini","2081010140","639142930529139001","C91B20000930001","70.560","No","20.000.000,00","-","20.000.000,00","-","A","01/06/2021","Sì","-","99,28","-","1.503.003,84","5.656.554,52","5.441.946,20","3.946.670,66","3.451.824,79"
"Emilia-Romagna","Modena","Mirandola","2080500220","147642929372880402","I86B14000060004","3.035","Sì","5.000.000,00","2.500.000,00","2.500.000,00","333.954,64","B","04/06/2021","Sì","-","99,27","-","357.582,14","858.143,80","544.292,05","394.737,73","345.244,28"
"Emilia-Romagna","Modena","Mirandola","2080500220","147642929372880402","I84E21002180001","14.500","No","1.269.290,00","-","1.269.290,00","82.500,00","C","04/06/2021","Sì","-","99,27","52.833,80","145.572,84","311.063,86","322.021,39","233.540,04","204.258,06"
"Emilia-Romagna","Modena","Mirandola","2080500220","147642929372880402","I82H19000140004","120","No","450.000,00","-","450.000,00","31.265,57","B","04/06/2021","Sì","-","99,27","158.501,41","89.871,49","80.761,58","51.224,38","37.149,53","32.491,61"
"Emilia-Romagna","Modena","Mirandola","2080500220","147642929372880402","I83I19000080006","1.200","Sì","1.440.000,00","1.050.000,00","390.000,00","62.309,06","B","04/06/2021","Sì","-","99,27","-","-","156.214,19","99.081,47","71.857,00","62.847,34"
"Emilia-Romagna","Modena","Mirandola","2080500220","147642929372880402","I89E19000700004","620","Sì","529.817,20","139.107,20","390.710,00","-","B","04/06/2021","Sì","-","99,27","-","120.459,21","108.248,74","68.658,58","49.793,36","43.550,11"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004060001","680","No","100.000,00","-","100.000,00","10.000,00","B","01/06/2021","Sì","-","99,27","21.133,52","24.315,20","21.850,47","13.859,03","10.051,00","8.790,78"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J87H21003250005","35.671","Sì","200.000,00","10.000,00","190.000,00","-","B","01/06/2021","Sì","-","99,27","-","58.578,61","52.640,73","33.388,27","24.214,22","21.178,17"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004260005","427","Sì","950.000,00","90.000,00","860.000,00","97.500,00","C","01/06/2021","Sì","-","99,27","-","240.480,61","248.148,01","157.392,02","114.145,65","99.833,71"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J87H21003240001","1.240","Sì","1.200.000,00","40.000,00","1.160.000,00","60.000,00","A","01/06/2021","Sì","-","99,27","-","120.240,31","348.381,56","293.015,04","212.503,73","185.859,35"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J84E21002020005","2.020","Sì","1.000.000,00","100.000,00","900.000,00","100.000,00","B","01/06/2021","Sì","-","99,27","-","126.406,48","277.818,34","210.115,97","152.382,71","133.276,49"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J84E21002030001","1.560","Sì","950.000,00","30.000,00","920.000,00","35.300,00","B","01/06/2021","Sì","-","99,27","-","123.323,39","287.064,25","215.980,34","156.635,74","136.996,27"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J87H21003260001","930","Sì","600.000,00","100.000,00","500.000,00","50.000,00","B","01/06/2021","Sì","-","99,27","-","92.492,54","163.226,79","103.529,32","75.082,72","65.668,62"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J83D21000920001","1.100","No","70.000,00","-","70.000,00","-","B","01/06/2021","Sì","-","99,27","14.089,01","17.237,83","15.490,50","9.825,11","7.125,48","6.232,06"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004050005","3.628","Sì","7.691.000,00","611.000,00","7.080.000,00","400.000,00","C","01/06/2021","Sì","-","99,27","-","672.112,49","1.445.136,52","1.806.609,32","1.683.619,57","1.472.522,10"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J87H21003200005","86.155","Sì","200.000,00","20.000,00","180.000,00","-","B","01/06/2021","Sì","-","99,27","-","36.997,02","57.279,73","36.330,63","26.348,12","23.044,51"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004250001","3.900","No","850.000,00","-","850.000,00","25.000,00","C","01/06/2021","Sì","-","99,27","17.611,27","202.678,52","252.229,93","159.981,05","116.023,29","101.475,93"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004030005","1.800","Sì","3.000.000,00","120.000,00","2.880.000,00","140.000,00","C","01/06/2021","Sì","-","99,27","-","296.592,76","925.031,26","702.841,31","509.722,64","445.812,03"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004290005","800","Sì","1.200.000,00","150.000,00","1.050.000,00","150.000,00","C","01/06/2021","Sì","-","99,27","-","286.726,89","305.728,45","193.913,38","140.632,09","122.999,20"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J81B21004040005","97.300","No","2.400.000,00","-","2.400.000,00","120.000,00","C","01/06/2021","Sì","-","99,27","84.534,09","257.581,23","744.174,26","556.767,57","403.785,36","353.157,50"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J84E21002010005","655","Sì","200.000,00","10.000,00","190.000,00","-","B","01/06/2021","Sì","-","99,27","-","36.997,02","61.285,22","38.871,18","28.190,60","24.655,98"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J84E21002040001","3.250","No","350.000,00","-","350.000,00","-","B","01/06/2021","Sì","-","99,27","-","43.163,19","122.903,25","77.953,44","56.534,29","49.445,84"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J89J21004570001","75","No","30.000,00","-","30.000,00","-","B","01/06/2021","Sì","-","99,27","21.133,52","2.733,61","2.456,52","1.558,09","1.129,97","988,29"
"Emilia-Romagna","Reggio nell'Emilia","Reggio nell'Emilia","2080680330","298342930544433301","J84E21002050001","2.000","Sì","300.000,00","10.000,00","290.000,00","30.000,00","B","01/06/2021","Sì","-","99,27","-","48.096,12","96.894,41","61.456,90","44.570,48","38.982,09"
"Abruzzo","Pescara","Spoltore","4130600410","406742930453129401","D61B21002360001","1.600","No","500.000,00","-","500.000,00","35.000,00","C","04/06/2021","Sì","-","99,27","-","77.077,12","169.401,43","107.445,69","77.923,00","68.152,77"
"Abruzzo","Pescara","Spoltore","4130600410","406742930453129401","D61B21002350001","5.040","No","4.500.000,00","-","4.500.000,00","-","B","04/06/2021","Sì","-","99,27","-","616.616,96","1.355.211,43","1.071.472,02","777.065,23","679.634,37"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C99J21019300001","3.175","No","1.000.000,00","-","1.000.000,00","45.000,00","B","31/05/2021","Sì","-","99,26","-","-","400.549,22","254.055,04","184.248,71","161.147,03"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C94E21000160001","1.000","No","1.500.000,00","-","1.500.000,00","185.588,46","C","31/05/2021","Sì","-","99,26","1.056.676,07","136.680,53","122.825,78","77.904,30","56.498,65","49.414,67"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C91B21002890001","71.500","No","1.000.000,00","-","1.000.000,00","40.000,00","B","31/05/2021","Sì","-","99,26","704.450,71","91.120,35","81.883,85","51.936,20","37.665,77","32.943,12"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C98I21000120005","820","Sì","900.000,00","100.000,00","800.000,00","95.848,00","C","31/05/2021","Sì","-","99,26","563.560,57","72.896,28","65.507,08","41.548,96","30.132,61","26.354,49"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C91B21002880005","10.000","Sì","1.540.000,00","540.000,00","1.000.000,00","133.224,00","C","31/05/2021","Sì","-","99,26","-","-","400.549,22","254.055,04","184.248,71","161.147,03"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C91B19000070004","1.400","Sì","800.000,00","100.000,00","700.000,00","11.000,00","C","31/05/2021","Sì","-","99,26","-","215.815,94","193.939,55","123.009,40","89.210,29","78.024,83"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C94E21000180001","948","No","1.500.000,00","-","1.500.000,00","165.000,00","B","31/05/2021","Sì","-","99,26","-","462.462,72","415.584,75","263.591,57","191.164,91","167.196,05"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C99J21019320005","7.570","Sì","1.100.000,00","100.000,00","1.000.000,00","55.000,00","B","31/05/2021","Sì","-","99,26","-","-","400.549,22","254.055,04","184.248,71","161.147,03"
"Emilia-Romagna","Modena","Carpi","2080500050","476542930460255501","C99J21019310005","7.500","Sì","1.600.000,00","100.000,00","1.500.000,00","105.000,00","B","31/05/2021","Sì","-","99,26","-","-","600.823,83","381.082,56","276.373,07","241.720,55"
"Sardegna","Sud Sardegna","Iglesias","5200170330","876342929194683901","E39J21002160001","8.500","Sì","1.795.000,00","64.746,86","1.730.253,14","55.154,74","B","09/06/2021","Sì","-","99,26","-","255.974,08","590.521,32","374.548,02","271.634,01","237.575,70"
"Sardegna","Sud Sardegna","Iglesias","5200170330","876342929194683901","E39J21002150001","25.990","Sì","3.000.000,00","99.610,56","2.900.389,44","84.853,44","B","09/06/2021","Sì","-","99,26","-","431.751,94","988.810,82","627.169,80","454.843,28","397.813,61"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21001000003","1.083","Sì","780.000,00","84.363,08","695.636,92","-","A","03/06/2021","Sì","-","99,25","-","60.316,52","254.477,09","161.406,35","117.056,96","102.380,00"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000970001","1.080","No","750.000,00","-","750.000,00","-","B","03/06/2021","Sì","-","99,25","-","77.077,12","269.538,73","170.959,45","123.985,17","108.439,53"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J53D21001790001","42.000","No","7.000.000,00","-","7.000.000,00","-","A","03/06/2021","Sì","-","99,25","-","154.154,24","939.626,68","1.443.599,95","2.380.549,95","2.082.069,17"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000990001","476","No","900.000,00","-","900.000,00","-","B","03/06/2021","Sì","-","99,25","-","92.492,54","323.446,48","205.151,34","148.782,21","130.127,43"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J55F21000980001","5.485","No","2.500.000,00","-","2.500.000,00","-","A","03/06/2021","Sì","-","99,25","-","123.323,39","551.426,74","773.564,64","561.013,42","490.671,81"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J51B21000980001","7.500","No","1.500.000,00","-","1.500.000,00","-","C","03/06/2021","Sì","-","99,25","-","77.077,12","469.813,34","403.940,22","292.950,16","256.219,16"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J51B21000960001","2.500","No","5.150.000,00","-","5.150.000,00","-","B","03/06/2021","Sì","-","99,25","-","107.907,97","737.848,52","1.146.093,58","1.684.690,86","1.473.459,07"
"Toscana","Pisa","Pisa","3090620250","374742930449722201","J53D21001780001","2.000","No","1.500.000,00","-","1.500.000,00","-","A","03/06/2021","Sì","-","99,25","-","77.077,12","469.813,34","403.940,22","292.950,16","256.219,16"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F53D21001360005","682","Sì","665.000,00","53.407,13","611.592,87","45.762,53","A","04/06/2021","Sì","-","99,25","-","-","244.973,05","155.378,25","112.685,20","98.556,38"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H21002050001","878","Sì","1.130.000,00","77.830,56","1.052.169,44","58.897,71","B","04/06/2021","Sì","-","99,25","-","37.665,87","406.358,61","257.739,74","186.920,97","163.484,24"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F51B20000810001","14.023","Sì","3.910.000,00","249.153,69","3.660.846,31","-","C","04/06/2021","Sì","-","99,25","-","108.168,89","698.028,08","1.209.837,52","877.412,25","767.399,57"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F51B20000820001","13.530","Sì","2.000.000,00","132.861,86","1.867.138,14","-","C","04/06/2021","Sì","-","99,25","-","-","187.111,82","712.017,01","516.377,14","451.632,17"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F53D20001870005","340","Sì","521.380,00","44.961,69","476.418,31","37.289,87","A","04/06/2021","Sì","-","99,25","-","32.797,86","177.691,83","112.704,01","81.736,50","71.488,12"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H20004040005","10.940","Sì","1.800.000,00","63.543,46","1.736.456,54","69.318,40","B","04/06/2021","Sì","-","99,25","1.223.248,05","158.226,53","142.187,75","90.184,96","65.404,97","57.204,29"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H21002040001","636","Sì","5.000.000,00","452.527,94","4.547.472,06","-","A","04/06/2021","Sì","-","99,25","-","-","-","867.745,29","1.162.758,53","2.516.968,24"
"Piemonte","Verbano-Cusio-Ossola","Verbania","1011020720","919042930469010301","F57H20004050001","6.400","Sì","5.300.000,00","146.161,00","5.153.839,00","160.612,29","B","04/06/2021","Sì","-","99,25","-","-","200.274,61","762.747,03","2.235.559,38","1.955.257,98"
"Puglia","Taranto","Mottola","4160780190","635442930450110302","E69E19000840001","420","No","270.000,00","-","270.000,00","8.800,00","A","04/06/2021","Sì","-","99,24","-","36.997,02","93.329,16","59.195,58","42.930,50","37.547,74"
"Marche","Ascoli Piceno","Ascoli Piceno","3110060070","309542930530726202","C35F21000380001","9.812","Sì","17.113.865,87","615.624,34","16.498.241,53","-","A","03/06/2021","Sì","-","99,24","-","-","400.549,22","2.443.473,04","4.527.846,63","9.126.372,64"
"Sicilia","Enna","Enna","5190280090","289642930545972401","E73D21000750001","3.600","No","11.116.385,00","-","11.116.385,00","350.000,00","B","31/05/2021","Sì","-","99,23","-","3.427.275,76","3.079.866,69","1.953.456,95","1.416.708,46","1.239.077,14"
"Sicilia","Enna","Enna","5190280090","289642930545972401","E78I21000130001","5.693","No","2.500.000,00","-","2.500.000,00","45.000,00","B","31/05/2021","Sì","-","99,23","-","770.771,20","692.641,24","439.319,29","318.608,18","278.660,09"
"Sicilia","Enna","Enna","5190280090","289642930545972401","E73D21001030001","7.000","No","3.689.162,00","-","3.689.162,00","-","B","31/05/2021","Sì","-","99,23","-","1.137.399,93","1.022.106,30","648.288,01","470.158,87","411.208,89"
"Sicilia","Enna","Enna","5190280090","289642930545972401","E78I21000120001","2.500","No","2.600.000,00","-","2.600.000,00","152.876,38","A","31/05/2021","Sì","-","99,23","-","801.602,05","720.346,89","456.892,06","331.352,50","289.806,49"
"Umbria","Perugia","Perugia","3100580390","344842930453546402","C93D21001650001","5.700","No","620.000,00","-","620.000,00","51.386,40","A","09/06/2021","Sì","-","99,22","45.789,30","98.415,37","190.579,45","120.878,20","87.664,68","76.673,01"
"Umbria","Perugia","Perugia","3100580390","344842930453546402","C97H21002230001","103.787","No","1.340.000,00","-","1.340.000,00","115.333,92","A","09/06/2021","Sì","-","99,22","98.623,10","166.911,09","350.266,60","306.925,05","222.591,70","194.682,46"
"Umbria","Perugia","Perugia","3100580390","344842930453546402","C93D21001630001","24.080","No","4.180.000,00","-","4.180.000,00","529.724,00","A","09/06/2021","Sì","-","99,22","211.335,21","335.644,59","902.445,48","1.157.253,09","839.276,36","734.045,27"
"Umbria","Perugia","Perugia","3100580390","344842930453546402","C93D21001640001","105.575","No","3.330.000,00","-","3.330.000,00","262.768,48","B","09/06/2021","Sì","-","99,22","140.890,14","326.532,55","693.982,49","919.078,70","666.544,80","582.971,33"
"Umbria","Perugia","Perugia","3100580390","344842930453546402","C93D21001690006","2.750","No","530.000,00","-","530.000,00","53.302,42","B","09/06/2021","Sì","-","99,22","45.789,30","87.624,57","158.852,27","100.754,71","73.070,48","63.908,68"
"Marche","Ancona","Ancona","3110030020","316842930534404902","E35F21000330001","2.169","No","5.336.200,00","-","5.336.200,00","453.600,00","A","03/06/2021","Sì","-","99,21","-","154.154,24","625.816,40","1.221.878,06","1.519.100,42","1.815.250,88"
"Marche","Ancona","Ancona","3110030020","316842930534404902","E35F21000340005","5.600","Sì","7.200.000,00","2.600.000,00","4.600.000,00","400.000,00","B","03/06/2021","Sì","-","99,21","-","-","-","635.719,51","1.261.207,30","2.703.073,19"
"Marche","Ancona","Ancona","3110030020","316842930534404902","E35F21000350001","1.300","No","900.000,00","-","900.000,00","60.000,00","B","03/06/2021","Sì","-","99,21","-","30.830,85","227.980,26","271.744,19","197.077,44","172.367,26"
"Marche","Ancona","Ancona","3110030020","316842930534404902","E38I21000140001","4.380","No","6.000.000,00","-","6.000.000,00","200.000,00","A","03/06/2021","Sì","-","99,21","-","123.323,39","2.353.898,22","1.492.999,31","1.082.770,09","947.009,00"
"Marche","Ancona","Ancona","3110030020","316842930534404902","E35F21000320001","2.000","No","3.000.000,00","-","3.000.000,00","400.000,00","B","03/06/2021","Sì","-","99,21","211.335,21","181.490,35","483.532,78","603.357,86","704.295,27","815.988,54"
