"Umbria","Perugia","Marsciano","3100580270","996142930534753101","J64E21000630001","4.000","No","5.000.000,00","-","5.000.000,00","612.741,58","B","14/05/2021","Sì","-","100,29","-","432.911,65","1.393.683,03","1.344.930,46","975.385,90","853.088,97"
"Sardegna","Sassari","Sassari","5200730620","745042930478192601","B88I21000640001","3.824","Sì","8.080.000,00","260.104,00","7.819.896,00","175.094,40","A","01/06/2021","Sì","-","100,27","-","12.300,28","611.877,27","2.295.251,93","2.507.427,82","2.393.038,70"
"Sardegna","Sassari","Sassari","5200730620","745042930478192601","B88I21000650001","2.614","Sì","550.000,00","6.344,00","543.656,00","29.436,16","A","01/06/2021","Sì","-","100,27","-","53.539,62","196.315,73","124.516,54","90.303,31","78.980,80"
"Sardegna","Sassari","Sassari","5200730620","745042930478192601","B83D21001550001","45.000","Sì","900.000,00","24.107,20","875.892,80","12.561,12","A","01/06/2021","Sì","-","100,27","-","48.063,07","214.305,74","177.291,15","180.641,09","255.591,75"
"Sardegna","Sassari","Sassari","5200730620","745042930478192601","B85F21001450001","1.850","Sì","6.470.000,00","317.200,00","6.152.800,00","174.713,76","A","01/06/2021","Sì","-","100,27","-","-","444.609,63","1.553.440,12","2.193.488,33","1.961.261,92"
"Lazio","Latina","Latina","3120400110","123142930474506401","B26E19000630002","1.860","No","139.639,33","-","139.639,33","-","A","03/06/2021","Sì","-","100,25","18.562,22","37.329,10","33.545,20","21.276,60","15.430,46","13.495,74"
"Lazio","Latina","Latina","3120400110","123142930474506401","B27H21001410006","400","Sì","1.111.168,68","61.760,08","1.049.408,60","31.058,25","A","03/06/2021","Sì","-","100,25","-","74.780,17","359.371,02","260.754,09","189.107,07","165.396,24"
"Lazio","Latina","Latina","3120400110","123142930474506401","B27H20013280006","68.000","Sì","5.560.305,67","186.099,52","5.374.206,15","119.220,00","B","03/06/2021","Sì","-","100,25","-","112.378,60","1.760.213,85","1.484.029,44","1.076.264,86","941.319,41"
"Lazio","Latina","Latina","3120400110","123142930474506401","B29H19000210001","1.600","No","300.000,00","-","300.000,00","13.185,05","A","03/06/2021","Sì","-","100,25","13.321,16","88.385,52","79.426,23","50.377,42","36.535,29","31.954,38"
"Lazio","Latina","Latina","3120400110","123142930474506401","B27H21001400006","800","Sì","1.713.490,77","85.006,98","1.628.483,79","43.997,43","A","03/06/2021","Sì","-","100,25","-","70.188,31","572.687,99","417.713,28","302.938,81","264.955,40"
"Lazio","Roma","Fiano Romano","3120700360","181342930521827301","G73D21000750001","11.600","No","1.537.000,00","-","1.537.000,00","155.359,90","B","03/06/2021","Sì","-","100,25","109.443,39","227.142,13","480.825,08","304.971,35","221.174,82","193.443,23"
"Lazio","Roma","Fiano Romano","3120700360","181342930521827301","G73D21000730001","8.880","No","676.500,00","-","676.500,00","68.312,50","A","03/06/2021","Sì","-","100,25","48.122,79","99.979,34","211.649,35","134.242,14","97.356,63","85.149,75"
