"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E47H21002250001","1.800","No","1.600.000,00","-","1.600.000,00","61.064,05","B","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E47H21002270001","3.800","No","600.000,00","-","600.000,00","28.886,91","B","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E41B21003750001","12.000","No","3.500.000,00","-","3.500.000,00","59.555,26","C","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E49J21003810001","2.000","No","2.300.000,00","-","2.300.000,00","65.269,34","B","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E47H21002260001","4.900","No","1.500.000,00","-","1.500.000,00","18.828,51","C","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E47H21002240001","5.731","No","7.968.488,53","-","7.968.488,53","226.304,44","B","31/05/2021","Sì","-","101,5328916"
"Lazio","Frosinone","Frosinone","3120330380","881542930448893901","E41B21003760001","9.000","No","2.500.000,00","-","2.500.000,00","45.606,23","C","31/05/2021","Sì","-","101,5328916"
"Sicilia","Ragusa","Comiso","5190650030","218642930516546502","H51B21000630001","6.000","No","1.500.000,00","-","1.500.000,00","41.187,77","A","04/06/2021","Sì","-","101,5200007"
"Sicilia","Ragusa","Comiso","5190650030","218642930516546502","H53D21000060001","17.229","No","3.500.000,00","-","3.500.000,00","387.997,28","A","04/06/2021","Sì","-","101,5200007"
"Campania","Caserta","Sessa Aurunca","4150200880","116642930539090401","G59J14001810004","25.000","Sì","5.315.000,00","315.000,00","5.000.000,00","150.000,00","B","09/06/2021","Sì","-","101,5069755"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I37H21001980001","2.400","No","1.300.000,00","-","1.300.000,00","91.000,00","A","07/06/2021","Sì","-","101,5050334"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I33D21001010001","350","No","150.000,00","-","150.000,00","10.500,00","B","07/06/2021","Sì","-","101,5050334"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I35F21000690001","1.500","No","700.000,00","-","700.000,00","49.000,00","A","07/06/2021","Sì","-","101,5050334"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I33D21000970001","25.000","No","2.200.000,00","-","2.200.000,00","154.000,00","B","07/06/2021","Sì","-","101,5050334"
"Lazio","Frosinone","Cassino","3120330190","648342930463022901","I37H21001950001","1.700","No","650.000,00","-","650.000,00","45.500,00","A","07/06/2021","Sì","-","101,5050334"
"Campania","Salerno","Mercato San Severino","4150720670","807642930526525601","J17H21001330001","6.200","No","1.997.148,70","-","1.997.148,70","63.822,26","A","01/06/2021","Sì","-","101,4929364"
"Campania","Salerno","Mercato San Severino","4150720670","807642930526525601","J17H21001280001","3.500","No","2.999.285,50","-","2.999.285,50","68.866,59","A","01/06/2021","Sì","-","101,4929364"
